,PRN,Epoch_Time_of_Clock,SV_Clock_Bias,SV_Clock_Drift,SV_Clock_Drift_Rate,IODE,Crs,Del_n,M0,Cuc,e,Cus,sqrt_A,Toe,Cic,OMEGA,Cis,i0,Crc,omega,OMEGA_dot,I_dot,Codes,GPS_week,L2_P_Data_flag,SV_accuracy,SV_health,Tgd,IODC,T_Tx,Fit_Interval
0,05,17 11 15 02 00 00.0,-.227172859013D-04,.113686837722D-11,.000000000000D+00,.710000000000D+02,-.633437500000D+02,.497877881469D-08,-.101720224073D+00,-.317953526974D-05,.528824841604D-02,.740587711334D-05,.515358719635D+04,.266400000000D+06,.912696123123D-07,.178296155253D+01,.540167093277D-07,.946857087575D+00,.227562500000D+03,.623679524447D+00,-.839713548868D-08,-.389301930274D-09,.100000000000D+01,.197500000000D+04,.000000000000D+00,.000000000000D+00,.000000000000D+00,-.107102096081D-07,.710000000000D+02,.259206000000D+06,.000000000000D+00
1,24,17 11 15 02 00 00.0,-.422406010330D-04,-.454747350886D-12,.000000000000D+00,.220000000000D+02,.762500000000D+02,.523664669878D-08,-.274336243078D+01,.382028520107D-05,.627474812791D-02,.429712235928D-05,.515366663170D+04,.266400000000D+06,-.800937414169D-07,-.242457203462D+01,-.143423676491D-06,.943705277387D+00,.289343750000D+03,.475069336613D+00,-.852678374620D-08,.320727645308D-09,.100000000000D+01,.197500000000D+04,.000000000000D+00,.000000000000D+00,.000000000000D+00,.279396772385D-08,.220000000000D+02,.259206000000D+06,.000000000000D+00
2,28,17 11 15 02 00 00.0,.662625301629D-03,.306954461848D-11,.000000000000D+00,.130000000000D+02,-.713750000000D+02,.416374486526D-08,.621477809331D-01,-.371411442757D-05,.199876612751D-01,.749342143536D-05,.515366276932D+04,.266400000000D+06,-.234693288803D-06,-.125611160438D+01,-.186264514923D-07,.987226354397D+00,.253937500000D+03,-.155322178574D+01,-.832498962638D-08,-.464305054455D-09,.100000000000D+01,.197500000000D+04,.000000000000D+00,.000000000000D+00,.000000000000D+00,-.111758708954D-07,.130000000000D+02,.259206000000D+06,.000000000000D+00
3,13,17 11 15 02 00 00.0,-.939583405852D-04,-.341060513165D-12,.000000000000D+00,.600000000000D+01,.696250000000D+02,.413195782691D-08,-.236522212548D+01,.356324017048D-05,.360722560436D-02,.116061419249D-04,.515366501045D+04,.266400000000D+06,.800937414169D-07,.296582550407D+01,.167638063431D-07,.969441384279D+00,.157531250000D+03,.168016830731D+01,-.775246577846D-08,.227152318949D-09,.100000000000D+01,.197500000000D+04,.000000000000D+00,.000000000000D+00,.000000000000D+00,-.116415321827D-07,.600000000000D+01,.259206000000D+06,.000000000000D+00
4,02,17 11 15 02 00 00.0,.280648935586D-03,-.966338120634D-11,.000000000000D+00,.490000000000D+02,.300937500000D+02,.498806491578D-08,-.261811883363D+01,.161677598953D-05,.172740411945D-01,.498071312904D-05,.515361557961D+04,.266400000000D+06,.182539224625D-06,.702092518663D+00,-.968575477600D-07,.948091372040D+00,.275500000000D+03,-.193902079342D+01,-.809569436102D-08,.458590530708D-09,.100000000000D+01,.197500000000D+04,.000000000000D+00,.000000000000D+00,.000000000000D+00,-.204890966415D-07,.490000000000D+02,.259206000000D+06,.000000000000D+00
5,06,17 11 15 02 00 00.0,.409812200814D-03,.159161572810D-11,.000000000000D+00,.540000000000D+02,.249687500000D+02,.465233664564D-08,-.276576404412D+01,.132806599140D-05,.628157053143D-03,.521726906300D-05,.515377683258D+04,.266400000000D+06,.316649675369D-07,.750780203935D+00,-.726431608200D-07,.968802481141D+00,.285937500000D+03,-.126538238981D+01,-.817426906255D-08,.282511767749D-09,.100000000000D+01,.197500000000D+04,.000000000000D+00,.000000000000D+00,.000000000000D+00,.465661287308D-08,.540000000000D+02,.259206000000D+06,.000000000000D+00
6,12,17 11 15 02 00 00.0,.364783685654D-03,-.170530256582D-11,.000000000000D+00,.990000000000D+02,-.842812500000D+02,.399302346831D-08,.199651443361D+01,-.450015068054D-05,.658879138064D-02,.675767660141D-05,.515369220161D+04,.266400000000D+06,-.115483999252D-06,-.127941062434D+01,-.122934579849D-06,.987931950508D+00,.263375000000D+03,.910674579652D+00,-.790390065776D-08,-.450375902821D-09,.100000000000D+01,.197500000000D+04,.000000000000D+00,.100000000000D+01,.000000000000D+00,-.125728547573D-07,.990000000000D+02,.259206000000D+06,.000000000000D+00
7,17,17 11 15 02 00 00.0,-.144520774484D-03,.250111042988D-11,.000000000000D+00,.550000000000D+02,.109375000000D+02,.392802076069D-08,-.858652098009D+00,.590458512306D-06,.121382859070D-01,.114794820547D-04,.515371811676D+04,.266400000000D+06,-.875443220139D-07,-.244386082747D+00,.210478901863D-06,.981728857473D+00,.173187500000D+03,-.183235987074D+01,-.790282918456D-08,.197508227010D-09,.100000000000D+01,.197500000000D+04,.000000000000D+00,.000000000000D+00,.000000000000D+00,-.111758708954D-07,.550000000000D+02,.259206000000D+06,.000000000000D+00
8,19,17 11 15 02 00 00.0,-.475567765534D-03,.216004991671D-11,.000000000000D+00,.630000000000D+02,.346875000000D+01,.389909098422D-08,.212436532528D+01,-.117346644402D-06,.982423301321D-02,.117272138596D-04,.515368915749D+04,.266400000000D+06,.204890966415D-07,-.196990016625D+00,-.176951289177D-06,.979112105184D+00,.163031250000D+03,.109235729444D+01,-.761853162814D-08,.207508643568D-09,.100000000000D+01,.197500000000D+04,.000000000000D+00,.000000000000D+00,.000000000000D+00,-.153668224812D-07,.630000000000D+02,.259206000000D+06,.000000000000D+00
9,20,17 11 15 02 00 00.0,.492784660310D-03,.113686837722D-11,.000000000000D+00,.550000000000D+02,-.604687500000D+02,.543736934540D-08,-.188571731195D+01,-.289455056190D-05,.464839243796D-02,.618584454060D-05,.515375259972D+04,.266400000000D+06,.521540641785D-07,.169909900268D+01,.707805156708D-07,.927112663038D+00,.238406250000D+03,.171233892478D+01,-.857107130524D-08,-.340014162955D-09,.100000000000D+01,.197500000000D+04,.000000000000D+00,.000000000000D+00,.000000000000D+00,-.838190317154D-08,.550000000000D+02,.259626000000D+06,.000000000000D+00
