,PRN,Epoch_Time_of_Clock,SV_Clock_Bias,SV_Clock_Drift,SV_Clock_Drift_Rate,IODE,Crs,Del_n,M0,Cuc,e,Cus,sqrt_A,Toe,Cic,OMEGA,Cis,i0,Crc,omega,OMEGA_dot,I_dot,Codes,GPS_week,L2_P_Data_flag,SV_accuracy,SV_health,Tgd,IODC,T_Tx,Fit_Interval
4,24,171101020000,-4.16520051658e-05,-5.68434188608e-13,0,61,27.75,5.36522348309e-09,3.040239423,1.43609941006e-06,0.00617474678438,3.3266842365299998e-06,5153.6661644,266400,-8.56816768646e-08,-2.1735417495400005,-8.56816768646e-08,0.943657469224,307.5625,0.472484645636,-8.56535678149e-09,8.21462788651e-11,1,1973,0,1,0,2.79396772385e-09,61,259206,0
15,24,171101040000,-4.16557304561e-05,-5.68434188608e-13,0,66,27.625,5.3798669502e-09,-2.19277583803,1.25356018543e-06,0.0061747649451700005,3.20933759212e-06,5153.66602707,273600,8.381903171539999e-08,-2.17360443412,-1.30385160446e-07,0.943658102668,309.34375,0.47250653528000003,-8.66178936972e-09,1.92508018732e-10,1,1973,0,1,0,2.79396772385e-09,66,266406,0
33,24,171101060000,-4.16594557464e-05,-5.68434188608e-13,0,78,32.75,5.38486715847e-09,-1.1427647671899999,1.66893005371e-06,0.0061749024316700004,2.75671482086e-06,5153.66389465,280800,1.54599547386e-07,-2.1736667792900004,-3.35276126862e-08,0.9436595494939999,315.5,0.47268788153,-8.69929093181e-09,1.9036507232700002e-10,1,1973,0,1,0,2.79396772385e-09,78,273636,0
38,24,171101080000,-4.1663646698000005e-05,-5.68434188608e-13,0,82,34.375,5.43344061033e-09,-0.09257957105360001,1.82539224625e-06,0.006175047601569999,2.8070062398900002e-06,5153.66406059,288000,5.02914190292e-08,-2.17372977986,7.450580596919999e-08,0.94366017416,316.6875,0.47269598609700003,-8.841796867759999e-09,1.6107813812200001e-10,1,1973,0,1,0,2.79396772385e-09,82,280806,0
51,24,171101095944,-4.16631810367e-05,-5.68434188608e-13,0,24,41.46875,5.34879422732e-09,0.955210490248,2.09920108318e-06,0.00617598148528,2.85170972347e-06,5153.66603088,295184,-4.842877388e-08,-2.17379277165,8.56816768646e-08,0.9436612830519999,315.15625,0.47276446968099994,-8.79036615403e-09,9.67897459671e-11,1,1973,0,0,0,2.79396772385e-09,24,288006,0
141,24,171102000000,-4.16892580688e-05,-5.68434188608e-13,0,95,57.71875,5.50022910662e-09,2.02545039438,3.0100345611599997e-06,0.00617642246652,2.78279185295e-06,5153.66652107,345600,-1.95577740669e-07,-2.17423444417,3.7252902984599996e-08,0.9436673878090001,316.40625,0.473013395432,-8.79715215098e-09,2.2679516121499998e-10,1,1973,0,0,0,2.79396772385e-09,95,341136,0
150,24,171102020000,-4.16929833591e-05,-5.68434188608e-13,0,96,57.5625,5.37129516457e-09,3.07563829691,2.97836959362e-06,0.0061764055863,2.8740614652599997e-06,5153.66656685,352800,-5.21540641785e-08,-2.1742972867500003,-9.49949026108e-08,0.9436699552299999,316.65625,0.47301747258500004,-8.62107338803e-09,2.6143946143200003e-10,1,1973,0,1,0,2.79396772385e-09,96,345606,0
162,24,171102040000,-4.16967086494e-05,-5.68434188608e-13,0,97,58.8125,5.3620090634900005e-09,-2.15733829334,2.8740614652599997e-06,0.0061762389959799996,2.8721988201099997e-06,5153.66693497,360000,8.381903171539999e-08,-2.17436010152,-1.04308128357e-07,0.943671896522,315.90625,0.473000328648,-8.68821904205e-09,3.4894310631e-10,1,1973,0,1,0,2.79396772385e-09,97,352806,0
174,24,171102060000,-4.16999682784e-05,-5.68434188608e-13,0,98,62.34375,5.340222441699999e-09,-1.10722453735,3.22796404362e-06,0.00617616414092,2.67289578915e-06,5153.66603851,367200,1.35973095894e-07,-2.1744226310299997,-1.4901161193799999e-08,0.9436744522399999,317.0625,0.473077676053,-8.721077553599999e-09,3.47157317639e-10,1,1973,0,1,0,2.79396772385e-09,98,360006,0
184,24,171102080000,-4.17036935687e-05,-5.68434188608e-13,0,99,65.625,5.39593904823e-09,-0.0570797089818,3.4607946872699997e-06,0.006176087888890001,2.82190740108e-06,5153.66561317,374400,2.79396772385e-08,-2.17448579837,6.51925802231e-08,0.943676275036,316.1875,0.473124843457,-8.85429738846e-09,3.2572785358700003e-10,1,1973,0,1,0,2.79396772385e-09,99,367206,0
