,PRN,Epoch_Time_of_Clock,SV_Clock_Bias,SV_Clock_Drift,SV_Clock_Drift_Rate,IODE,Crs,Del_n,M0,Cuc,e,Cus,sqrt_A,Toe,Cic,OMEGA,Cis,i0,Crc,omega,OMEGA_dot,I_dot,Codes,GPS_week,L2_P_Data_flag,SV_accuracy,SV_health,Tgd,IODC,T_Tx,Fit_Interval
82,22,171101140000,-0.000174483284354,-1.2732925824799999e-11,0,69,-86.625,5.43129766392e-09,-1.9785964081599998,-4.42191958427e-06,0.007160281063989999,8.322298526760001e-06,5153.68854332,309600,1.4528632164e-07,2.00060715028,5.960464477540001e-08,0.923943457291,195.09375,-1.66337429742,-8.45749514576e-09,-5.35736601294e-10,1,1973,0,0,0,-1.76951289177e-08,69,305136,0
89,22,171101160000,-0.00017457548528899999,-1.2732925824799999e-11,0,70,-82.28125,5.5809467545500005e-09,-0.928583039074,-4.23192977905e-06,0.007160452893,8.94814729691e-06,5153.68634415,316800,-1.13621354103e-07,2.00054526007,6.14672899246e-08,0.923938383891,186.625,-1.66320764033,-8.728935023749999e-09,-5.34665128092e-10,1,1973,0,0,0,-1.76951289177e-08,70,309606,0
103,22,171101180000,-0.000174667220563,-1.2732925824799999e-11,0,71,-78.4375,5.6316631528e-09,0.121654321791,-4.01586294174e-06,0.0071603489341200005,8.82893800735e-06,5153.68645477,324000,-4.0978193283099994e-08,2.0004818411,9.31322574615e-09,0.923934615414,191.46875,-1.66326441179,-8.78000857974e-09,-4.87520307178e-10,1,1973,0,0,0,-1.76951289177e-08,71,316806,0
116,22,171101200000,-0.00017475942149800002,-1.2732925824799999e-11,0,72,-74.5625,5.653806932320001e-09,1.17187622839,-3.94694507122e-06,0.0071592272725,8.4675848484e-06,5153.68442917,331200,-1.4156103134200002e-07,2.00041831974,-8.195638656619999e-08,0.923931556452,200.875,-1.66330350535,-8.69429072354e-09,-4.13588656199e-10,1,1973,0,0,0,-1.76951289177e-08,72,324036,0
228,22,171102140000,-0.000175585504621,-1.2732925824799999e-11,0,37,-78.65625,5.62130557851e-09,-1.94327882715,-4.01213765144e-06,0.00716080225538,6.69062137604e-06,5153.68323517,396000,1.50874257088e-07,1.99986330325,7.264316082e-08,0.9238979137250001,226.84375,-1.6628872203,-8.588572034209999e-09,-6.043108862599999e-10,1,1973,0,0,0,-1.76951289177e-08,37,390036,0
234,22,171102160000,-0.00017567723989500003,-1.2732925824799999e-11,0,38,-76.1875,5.767383091800001e-09,-0.893247089658,-3.919005393980001e-06,0.00716085697059,7.2848051786399995e-06,5153.68120575,403200,-1.0617077350599999e-07,1.9998004138599998,5.960464477540001e-08,0.9238923809690001,218.90625,-1.6627344697100002,-8.85679749259e-09,-5.982392047780001e-10,1,1973,0,0,0,-1.76951289177e-08,38,396006,0
247,22,171102180000,-0.00017576944083000002,-1.2732925824799999e-11,0,39,-73.375,5.81417075498e-09,0.1569746765,-3.74764204025e-06,0.007160866400229999,7.28853046894e-06,5153.68139267,410400,-3.91155481339e-08,1.9997361508000002,2.04890966415e-08,0.9238881589869999,221.28125,-1.66277099146,-8.90001357843e-09,-5.564517498769999e-10,1,1973,0,0,0,-1.76951289177e-08,39,403206,0
264,22,171102200000,-0.000175861176103,-1.2732925824799999e-11,0,40,-71.21875,5.81202780857e-09,1.20717815911,-3.7811696529400002e-06,0.0071602259995399995,7.0929527282699995e-06,5153.68030357,417600,-1.50874257088e-07,1.9996717312,-9.126961231230001e-08,0.9238847079639999,227.09375,-1.66278776089,-8.79715215098e-09,-4.70376735936e-10,1,1973,0,0,0,-1.76951289177e-08,40,410436,0
381,22,171103140000,-0.00017668819055,-1.2732925824799999e-11,0,48,-58.59375,5.80702760029e-09,-1.9082076030000001,-2.96905636787e-06,0.007163136964659999,5.10364770889e-06,5153.67769051,482400,1.37835741043e-07,1.9991087608200002,9.87201929092e-08,0.9238503147600001,257.625,-1.6621032454299998,-8.69429072354e-09,-5.475228065230001e-10,1,1973,0,0,0,-1.76951289177e-08,48,477426,0
384,22,171103160000,-0.00017678039148400003,-1.2732925824799999e-11,0,49,-57.59375,5.94774774757e-09,-0.858160153769,-2.95415520668e-06,0.00716309982818,5.66989183426e-06,5153.67578506,489600,-1.13621354103e-07,1.99904506537,5.960464477540001e-08,0.923845238434,250.25,-1.66196158961,-8.95823028911e-09,-5.34665128092e-10,1,1973,0,0,0,-1.76951289177e-08,49,482406,0
397,22,171103180000,-0.00017687212675799997,-1.2732925824799999e-11,0,50,-57.03125,5.99703551489e-09,0.192038463173,-2.8945505619e-06,0.00716300762724,5.729496479030001e-06,5153.67564964,496800,-5.960464477540001e-08,1.99898017032,1.8626451492299998e-08,0.923841465568,251.5,-1.66197008039,-8.99323174706e-09,-5.04663878419e-10,1,1973,0,0,0,-1.76951289177e-08,50,489606,0
534,22,171104140000,-0.000177792739123,-1.2732925824799999e-11,0,84,-31.46875,5.93167564953e-09,-1.87334063879,-1.55530869961e-06,0.0071652709739300005,4.053115844730001e-06,5153.67340851,568800,1.08033418655e-07,1.99834635522,1.210719347e-07,0.923810871562,277.90625,-1.6610651178,-8.742864175390001e-09,-3.7108688583e-10,1,1973,0,0,0,-1.76951289177e-08,84,563586,0
540,22,171104160000,-0.00017788447439700002,-1.2732925824799999e-11,0,89,-31.5,6.0681099039899996e-09,-0.8232923732490001,-1.60001218319e-06,0.0071651622420200005,4.6286731958400006e-06,5153.67144394,576000,-1.30385160446e-07,1.9982822720900002,5.21540641785e-08,0.923807130881,270.46875,-1.6609207731400002,-9.000017744009999e-09,-3.50014579512e-10,1,1973,0,0,0,-1.76951289177e-08,89,568806,0
550,22,171104180000,-0.000177976675332,-1.2732925824799999e-11,0,90,-33.40625,6.1266837724e-09,0.226885846226,-1.6652047634100001e-06,0.00716476538219,4.64543700218e-06,5153.67065239,583200,-8.195638656619999e-08,1.9982171459,1.86264514923e-09,0.923804680493,272.59375,-1.66090503945,-9.03109046688e-09,-3.3001374639699997e-10,1,1973,0,0,0,-1.76951289177e-08,90,576006,0
683,22,171105140000,-0.000178895890713,-1.2732925824799999e-11,0,58,-5.125,5.95703384866e-09,-1.83852272183,-1.75088644028e-07,0.00716485374141,3.881752491e-06,5153.67146683,50400,7.450580596919999e-08,1.8771662544099998,1.30385160446e-07,0.9237886205779999,281.25,-1.6599414197,-8.7221490268e-09,-1.26076680171e-10,1,1974,0,0,0,-1.76951289177e-08,58,44946,0
689,22,171105160000,-0.000178987625986,-1.2732925824799999e-11,0,59,-6.1875,6.08953936804e-09,-0.788490871695,-2.8125941753400003e-07,0.007164660608399999,4.50387597084e-06,5153.66923523,57600,-1.43423676491e-07,1.8771023073400002,3.1664967536900005e-08,0.9237867260989999,272.96875,-1.65977921574,-8.96894502113e-09,-9.643258823290001e-11,1,1974,0,0,0,-1.76951289177e-08,59,50406,0
702,22,171105180000,-0.00017907936126,-1.2732925824799999e-11,0,60,-9.65625,6.16061375715e-09,0.261676933266,-4.2654573917399996e-07,0.007163929287339999,4.427507519719999e-06,5153.66778183,64800,-8.56816768646e-08,1.8770374005900001,-1.67638063431e-08,0.923786116063,276.96875,-1.6597512959399998,-9.00073205948e-09,-7.60745973838e-11,1,1974,0,0,0,-1.76951289177e-08,60,57606,0
820,22,171106120000,-0.00017990637570599997,-1.2732925824799999e-11,0,5,9.625,5.92667544125e-09,-2.85368967046,4.3958425521899994e-07,0.00716059934348,4.4833868742e-06,5153.67281723,129600,1.71363353729e-07,1.8764680401900002,8.00937414169e-08,0.9237872308059999,269.8125,-1.65901095699,-8.67357557495e-09,4.64305054455e-11,1,1974,0,0,0,-1.76951289177e-08,5,126636,0
830,22,171106140000,-0.00017999857664099996,-1.2732925824799999e-11,0,7,13.125,5.8802449358e-09,-1.80356213379,7.86036252975e-07,0.007160763256250001,4.6119093895e-06,5153.671978,136800,4.842877388e-08,1.87640545509,1.28522515297e-07,0.923787998838,267.25,-1.6589469133599999,-8.64321716755e-09,1.1179037080299998e-10,1,1974,0,0,0,-1.76951289177e-08,7,129606,0
839,22,171106160000,-0.00018009031191499998,-1.2732925824799999e-11,0,8,10.46875,6.00953603558e-09,-0.753554339877,5.86733222008e-07,0.0071604419499600004,5.28618693352e-06,5153.669384000001,144000,-1.43423676491e-07,1.87634208001,7.45058059692e-09,0.923787905211,258.03125,-1.6587614416799998,-8.87644116798e-09,1.48577617426e-10,1,1974,0,0,0,-1.76951289177e-08,8,136806,0
854,22,171106180000,-0.00018018251285,-1.2732925824799999e-11,0,9,6.71875,6.08811073711e-09,0.29661159840100004,4.2654573917399996e-07,0.00715958629735,5.1688402891199995e-06,5153.66769409,151200,-6.89178705215e-08,1.87627775697,-2.421438694e-08,0.923789098953,262.875,-1.65873216723,-8.911799783660001e-09,1.8286475990799997e-10,1,1974,0,0,0,-1.76951289177e-08,9,144006,0
980,22,171107140000,-0.00018110172823099997,-1.2732925824799999e-11,0,30,19.28125,5.73381026478e-09,-1.76833966439,1.11013650894e-06,0.007154001970779999,5.96232712269e-06,5153.67417717,223200,4.0978193283099994e-08,1.87565393213,1.22934579849e-07,0.9238071484360001,241.5,-1.65822604146,-8.534641216349999e-09,2.74654297597e-10,1,1974,0,0,0,-1.76951289177e-08,30,217236,0
983,22,171107160000,-0.000181193463504,-1.2732925824799999e-11,0,31,14.375,5.8598869449600005e-09,-0.718348998325,7.916241884229999e-07,0.00715350895189,6.64591789246e-06,5153.67130089,230400,-1.28522515297e-07,1.87559134849,-1.3038516044600002e-08,0.923808307067,232.03125,-1.6580258572100002,-8.75500753835e-09,3.15727437029e-10,1,1974,0,0,0,-1.76951289177e-08,31,223206,0
999,22,171107180000,-0.000181285664439,-1.2732925824799999e-11,0,32,10.9375,5.9345329113999996e-09,0.331815068881,6.50063157082e-07,0.00715287064668,6.61239027977e-06,5153.67001915,237600,-4.28408384323e-08,1.8755278007900003,-1.11758708954e-08,0.923810758918,235.28125,-1.65799694264,-8.7921519427e-09,3.70015412627e-10,1,1974,0,0,0,-1.76951289177e-08,32,230406,0
1131,22,171108140000,-0.00018220627680400002,-1.2732925824799999e-11,0,18,13.59375,5.56594612971e-09,-1.7328746870599998,8.102506399149999e-07,0.007147110416550001,7.487833499910001e-06,5153.67689133,309600,4.47034835815e-08,1.8749139910900003,1.22934579849e-07,0.923838586545,212.40625,-1.65777808278,-8.429994000229999e-09,3.27513642258e-10,1,1974,0,0,0,-1.76951289177e-08,18,303396,0
1137,22,171108160000,-0.000182298477739,-1.2732925824799999e-11,0,19,6.21875,5.68916554801e-09,-0.6828837152480001,3.6507844924899997e-07,0.00714643567335,8.1118196249e-06,5153.67394066,316800,-1.0989606380499999e-07,1.874852155,-1.8626451492299998e-08,0.9238401840520001,204.0,-1.6575812076499998,-8.64143137887e-09,3.71444043564e-10,1,1974,0,0,0,-1.76951289177e-08,19,309606,0
1151,22,171108180000,-0.000182390213013,-1.2732925824799999e-11,0,20,2.625,5.75023952056e-09,0.36727030463699994,2.23517417908e-07,0.007146274321710001,8.27200710773e-06,5153.67354965,324000,-2.9802322387700004e-08,1.8747893972799998,9.31322574615e-09,0.9238430674629999,203.5625,-1.65754518183,-8.67464704815e-09,4.37161066656e-10,1,1974,0,0,0,-1.76951289177e-08,20,316806,0
1281,22,171109140000,-0.000183311291039,-1.2732925824799999e-11,0,69,-0.59375,5.42236872056e-09,-1.69729336971,6.14672899246e-08,0.0071425822097799995,8.77492129803e-06,5153.6791153,396000,5.02914190292e-08,1.8741845552599998,1.35973095894e-07,0.923872031778,187.90625,-1.6574838124200002,-8.35499087605e-09,2.73939982128e-10,1,1974,0,0,0,-1.76951289177e-08,69,389526,0
1292,22,171109160000,-0.00018340302631300002,-1.2732925824799999e-11,0,70,-9.90625,5.54273087699e-09,-0.647282291551,-4.82425093651e-07,0.00714176322799,9.27783548832e-06,5153.6763382,403200,-9.87201929092e-08,1.8741232224200002,-1.3038516044600002e-08,0.923873273796,181.78125,-1.6573096593399999,-8.56357099282e-09,3.2001332984e-10,1,1974,0,0,0,-1.76951289177e-08,70,396006,0
1306,22,171109180000,-0.000183495227247,-1.2732925824799999e-11,0,71,-14.65625,5.5877327515e-09,0.402852366612,-6.74277544022e-07,0.007142093731090001,9.64663922787e-06,5153.67687035,410400,-3.53902578354e-08,1.8740611127700002,2.04890966415e-08,0.923875768071,177.375,-1.6572569152899999,-8.588214876479999e-09,3.7823004051399997e-10,1,1974,0,0,0,-1.76951289177e-08,71,403206,0
1429,22,171110140000,-0.000184414442629,-1.2732925824799999e-11,0,39,-18.53125,5.33165065608e-09,-1.66174306915,-8.86619091034e-07,0.007141518290149999,9.55164432526e-06,5153.68026924,482400,5.40167093277e-08,1.8734619761400002,1.58324837685e-07,0.9238978069320001,173.125,-1.6571906056,-8.322489522239999e-09,1.4214877821e-10,1,1974,0,0,0,-1.76951289177e-08,39,475686,0
1438,22,171110160000,-0.00018450617790200001,-1.2732925824799999e-11,0,40,-28.78125,5.45058418157e-09,-0.611696398193,-1.47521495819e-06,0.007140629924830001,9.89809632301e-06,5153.67787743,489600,-9.49949026108e-08,1.8734008086099998,-1.86264514923e-09,0.923898112682,169.9375,-1.65705365745,-8.53428405862e-09,1.92150860997e-10,1,1974,0,0,0,-1.76951289177e-08,40,482406,0
1453,22,171110180000,-0.00018459837883700003,-1.2732925824799999e-11,0,41,-35.4375,5.4859427972499994e-09,0.43841630157,-1.7564743757200002e-06,0.007141212583520001,1.03861093521e-05,5153.67889595,496800,-5.5879354476900004e-08,1.8733390939400003,9.31322574615e-09,0.9238996107100002,163.46875,-1.65698062127,-8.54964184119e-09,2.2358074160700002e-10,1,1974,0,0,0,-1.76951289177e-08,41,489606,0
1568,22,171111120000,-0.00018542725592900002,-1.2732925824799999e-11,0,49,-33.6875,5.28450583517e-09,-2.6765808495099996,-1.83470547199e-06,0.00714320910629,1.00154429674e-05,5153.67918587,561600,7.264316082e-08,1.87280042995,2.79396772385e-08,0.92390973264,162.5,-1.65671003701,-8.210341993699999e-09,2.21437795202e-11,1,1974,0,0,0,-1.76951289177e-08,49,560286,0
1574,22,171111140000,-0.00018551899120200003,-1.2732925824799999e-11,0,50,-35.84375,5.30486382601e-09,-1.6263040586200002,-1.79558992386e-06,0.007143308292140001,9.72114503384e-06,5153.68012047,568800,4.6566128730800005e-08,1.8727414480200002,1.84401869774e-07,0.923909296691,169.9375,-1.65680370473,-8.33320425426e-09,-2.78583032673e-11,1,1974,0,0,0,-1.76951289177e-08,50,561606,0
1584,22,171111160000,-0.000185611192137,-1.2732925824799999e-11,0,51,-45.75,5.4227258783e-09,-0.576213535229,-2.3692846298200003e-06,0.0071424414636599995,9.907409548760001e-06,5153.67825508,576000,-1.02445483208e-07,1.8726801020099997,5.58793544769e-09,0.923908382367,169.71875,-1.6567109352399998,-8.552856260789999e-09,2.7501145533099998e-11,1,1974,0,0,0,-1.76951289177e-08,51,568806,0
1597,22,171111180000,-0.00018570292741099998,-1.2732925824799999e-11,0,52,-54.15625,5.461656071329999e-09,0.473884759179,-2.7380883693700002e-06,0.00714290328324,1.03674829006e-05,5153.67907333,583200,-7.82310962677e-08,1.8726184721999999,-1.8626451492299998e-08,0.923908595953,164.1875,-1.65662386382,-8.56178520415e-09,2.3929568191100003e-11,1,1974,0,0,0,-1.76951289177e-08,52,576006,0
1717,22,171112120000,-0.00018653227016299999,-1.2732925824799999e-11,0,83,-50.75,5.30414951055e-09,-2.64119520623,-2.7101486921299998e-06,0.00714582123328,9.62615013123e-06,5153.67860794,43200,9.313225746150001e-08,1.7516624758200001,5.40167093277e-08,0.923905771058,169.75,-1.65627022093,-8.25605818368e-09,-1.57149403046e-10,1,1975,0,0,0,-1.76951289177e-08,83,41646,0
1719,22,171112140000,-0.000186624005437,-1.2732925824799999e-11,0,84,-49.09375,5.3387938107600005e-09,-1.59096334155,-2.49035656452e-06,0.007146230549550001,9.3262642622e-06,5153.67874527,50400,2.9802322387700004e-08,1.75160313401,2.08616256714e-07,0.923904068221,177.5625,-1.65631805982,-8.380706232909999e-09,-1.97865384745e-10,1,1975,0,0,0,-1.76951289177e-08,84,43206,0
1730,22,171112160000,-0.00018671620637200002,-1.2732925824799999e-11,0,88,-57.625,5.45558438985e-09,-0.540827943152,-2.99140810966e-06,0.0071454703575,9.37469303608e-06,5153.67746544,57600,-1.11758708954e-07,1.7515413359599998,7.45058059692e-09,0.92390193675,179.78125,-1.65626924663,-8.60893002506e-09,-1.3429130805799998e-10,1,1975,0,0,0,-1.76951289177e-08,88,50406,0
1745,22,171112180000,-0.000186808407307,-1.2732925824799999e-11,0,89,-66.6875,5.51094383865e-09,0.509271327024,-3.40305268764e-06,0.0071454733843,9.66526567936e-06,5153.67745399,64800,-8.94069671631e-08,1.7514794764700001,-5.21540641785e-08,0.923900892226,177.96875,-1.6561822498199998,-8.61643033748e-09,-1.6822129280600002e-10,1,1975,0,0,0,-1.76951289177e-08,89,57606,0
1867,22,171113120000,-0.00018763681873700002,-1.2732925824799999e-11,0,60,-60.59375,5.3798669502e-09,-2.60582532151,-3.20747494698e-06,0.0071478857426,8.73021781445e-06,5153.67681122,129600,1.04308128357e-07,1.75093412987,8.56816768646e-08,0.923886397634,186.84375,-1.65579792368,-8.333561412e-09,-3.07512809143e-10,1,1975,0,0,0,-1.76951289177e-08,60,124836,0
1879,22,171113140000,-0.00018772855401,-1.2732925824799999e-11,0,61,-56.3125,5.420582931889999e-09,-1.55563362417,-2.8610229492200002e-06,0.007148450706149999,8.49738717079e-06,5153.67634964,136800,7.45058059692e-09,1.7508741985,2.23517417908e-07,0.9238836722179999,193.46875,-1.6558037358500002,-8.45213777975e-09,-3.36085427879e-10,1,1975,0,0,0,-1.76951289177e-08,61,129606,0
