,PRN,Epoch_Time_of_Clock,SV_Clock_Bias,SV_Clock_Drift,SV_Clock_Drift_Rate,IODE,Crs,Del_n,M0,Cuc,e,Cus,sqrt_A,Toe,Cic,OMEGA,Cis,i0,Crc,omega,OMEGA_dot,I_dot,Codes,GPS_week,L2_P_Data_flag,SV_accuracy,SV_health,Tgd,IODC,T_Tx,Fit_Interval
8,17,171101020000,-0.0001474712044,2.27373675443e-12,0,65,48.4375,3.94980738247e-09,-1.35106175372,2.63005495071e-06,0.0120462927734,9.94279980659e-06,5153.70944405,266400,1.0989606380499999e-07,0.005938559410550001,2.84984707832e-07,0.981599519423,201.5625,-1.8363496682,-7.80175354578e-09,2.62510934634e-10,1,1973,0,0,0,-1.11758708954e-08,65,259206,0
17,17,171101040000,-0.000147454440594,2.27373675443e-12,0,66,43.59375,4.113028467e-09,-0.300996734842,2.36555933952e-06,0.0120456307195,1.04270875454e-05,5153.70703125,273600,-7.82310962677e-08,0.00588070392635,6.70552253723e-08,0.981600622463,193.1875,-1.8362576828400001,-8.05176395972e-09,3.29656588663e-10,1,1973,0,0,0,-1.11758708954e-08,66,266406,0
118,17,171101195944,-0.00014731939881999998,2.38742359215e-12,0,20,38.53125,3.7458703162500005e-09,1.8146697152700002,1.9241124391599997e-06,0.012049942161,1.23400241137e-05,5153.71221924,331184,-7.45058059692e-09,0.005430425056140001,-2.98023223877e-07,0.981626441504,149.34375,-1.83620987029,-7.652461612890001e-09,5.07163982558e-10,1,1973,0,0,0,-1.11758708954e-08,20,325206,0
123,17,171101220000,-0.000147302635014,2.38742359215e-12,0,23,39.28125,3.62372237115e-09,2.8671253719700003,2.04145908356e-06,0.012049856595700001,1.20978802443e-05,5153.71277809,338400,8.94069671631e-08,0.00537699051038,-2.04890966415e-08,0.9816307834450001,152.90625,-1.8361814048299998,-7.4060227762899994e-09,4.16088760338e-10,1,1973,0,0,0,-1.11758708954e-08,23,331206,0
134,17,171102000000,-0.000147285405546,2.38742359215e-12,0,24,36.25,3.74765610492e-09,-2.3659312823299996,1.88313424587e-06,0.012051655678100001,1.16899609566e-05,5153.70943069,345600,1.22934579849e-07,0.005323933397479999,-7.63684511185e-08,0.9816336332100001,166.15625,-1.8361579864400002,-7.41530887738e-09,3.6430088888e-10,1,1973,0,0,0,-1.11758708954e-08,24,338406,0
146,17,171102020000,-0.00014726864174,2.38742359215e-12,0,25,26.84375,3.84766027049e-09,-1.31567203328,1.48639082909e-06,0.012051180354299999,1.16378068924e-05,5153.71198273,352800,9.313225746150001e-08,0.00527062027392,2.84984707832e-07,0.9816345387559999,169.375,-1.83626488479,-7.72032158238e-09,2.2750947668300001e-10,1,1973,0,0,0,-1.11758708954e-08,25,345606,0
159,17,171102040000,-0.00014725187793399998,2.38742359215e-12,0,26,16.84375,4.00873840862e-09,-0.265630424025,9.72300767899e-07,0.012049987330100001,1.21109187603e-05,5153.70853233,360000,-7.264316082e-08,0.005213553302560001,8.754432201389999e-08,0.981635535003,161.28125,-1.83615171929,-7.9324732765e-09,2.84654714154e-10,1,1973,0,0,0,-1.11758708954e-08,26,352806,0
266,17,171102195944,-0.00014712056145100002,2.27373675443e-12,0,33,-2.6875,3.62479384436e-09,1.8500100695299997,-1.76951289177e-07,0.0120566791156,1.42529606819e-05,5153.71479225,417584,-5.58793544769e-09,0.00477000970719,-2.9429793357800004e-07,0.981657910335,112.15625,-1.8360963302900002,-7.529599352320001e-09,4.20374653149e-10,1,1973,0,0,0,-1.11758708954e-08,33,411366,0
270,17,171102220000,-0.000147103797644,2.27373675443e-12,0,34,2.1875,3.50014579512e-09,2.9024501754100003,1.28522515297e-07,0.0120561644435,1.40480697155e-05,5153.71611214,424800,7.63684511185e-08,0.004717350508010001,-3.35276126862e-08,0.98166153252,114.78125,-1.8360547527000002,-7.30601861072e-09,3.35728270144e-10,1,1973,0,0,0,-1.11758708954e-08,34,417606,0
282,17,171103000000,-0.000147087033838,2.27373675443e-12,0,35,2.5,3.6712243498000003e-09,-2.33065769126,1.08033418655e-07,0.012059276225,1.31130218506e-05,5153.71013641,432000,1.35973095894e-07,0.004665024854149999,-9.685754776e-08,0.981663789803,138.46875,-1.8359822914400001,-7.32280502422e-09,2.77154401736e-10,1,1973,0,0,0,-1.11758708954e-08,35,424806,0
297,17,171103020000,-0.000147070270032,2.27373675443e-12,0,36,-9.15625,3.77265714631e-09,-1.2803374048799998,-4.13507223129e-07,0.0120589059079,1.27553939819e-05,5153.7140007,439200,7.264316082e-08,0.00461229982366,2.96160578728e-07,0.981663839542,148.0,-1.83615133162,-7.66853371092e-09,1.3179120391799997e-10,1,1973,0,0,0,-1.11758708954e-08,36,432006,0
307,17,171103040000,-0.000147053506225,2.27373675443e-12,0,37,-23.09375,3.92373486788e-09,-0.230292125163,-1.12690031528e-06,0.0120573074091,1.3068318367000002e-05,5153.71008492,446400,-8.195638656619999e-08,0.00455578144658,1.11758708954e-07,0.9816642637880001,143.28125,-1.83604389199,-7.849255524429999e-09,1.78221709364e-10,1,1973,0,0,0,-1.11758708954e-08,37,439206,0
419,17,171103195944,-0.000146919861436,2.38742359215e-12,0,39,-59.46875,3.5440761964299998e-09,1.88522730315,-3.08640301228e-06,0.012065958348100002,1.48564577103e-05,5153.71728134,503984,0.0,0.00411645105528,-3.03611159325e-07,0.9816791489799999,100.8125,-1.8358821649400001,-7.470668326180001e-09,2.58225041824e-10,1,1973,0,0,0,-1.11758708954e-08,39,497526,0
428,17,171103220000,-0.00014690263196799998,2.38742359215e-12,0,78,-51.59375,3.4279999328100004e-09,2.9376777064999997,-2.62446701527e-06,0.012065105722299999,1.48303806782e-05,5153.71888542,511200,8.00937414169e-08,0.0040641283272600005,-5.960464477540001e-08,0.981681526222,99.28125,-1.8358526139900002,-7.26565978675e-09,1.8036465576900003e-10,1,1973,0,0,0,-1.11758708954e-08,78,504006,0
440,17,171104000000,-0.000146885868162,2.38742359215e-12,0,79,-44.375,3.6294368949000002e-09,-2.29549086688,-2.33389437199e-06,0.0120690617478,1.35339796543e-05,5153.71101379,518400,1.54599547386e-07,0.00401199577859,-9.685754776e-08,0.9816827316660001,129.78125,-1.83572132441,-7.28744640854e-09,1.3750572766499998e-10,1,1973,0,0,0,-1.11758708954e-08,79,511206,0
451,17,171104020000,-0.00014686910435600002,2.38742359215e-12,0,80,-52.75,3.75229915546e-09,-1.24516102179,-2.7101486921299998e-06,0.012069082236799998,1.29230320454e-05,5153.7149601,525600,4.28408384323e-08,0.00395943166908,3.12924385071e-07,0.9816815876639999,144.46875,-1.83590028903,-7.669605184129999e-09,-8.928943354899999e-12,1,1973,0,0,0,-1.11758708954e-08,80,518406,0
465,17,171104040000,-0.000146852340549,2.38742359215e-12,0,81,-67.03125,3.88266172845e-09,-0.195077827626,-3.4458935260800005e-06,0.012067449512,1.29491090775e-05,5153.71158218,532800,-1.02445483208e-07,0.00390300399293,1.26659870148e-07,0.981681081495,145.6875,-1.8358321536200002,-7.83139763772e-09,3.10727228751e-11,1,1973,0,0,0,-1.11758708954e-08,81,525606,0
571,17,171104200000,-0.00014671823009799998,2.38742359215e-12,0,146,-114.90625,3.5344329376e-09,1.9225987816499999,-5.94928860664e-06,0.0120766060427,1.37090682983e-05,5153.71911049,590400,2.421438694e-08,0.00346346294142,-3.1106173992199996e-07,0.9816860027509999,123.78125,-1.83550074562,-7.50352683773e-09,6.10739725475e-11,1,1973,0,1,0,-1.11758708954e-08,146,583656,0
577,17,171104215944,-0.000146693084389,2.38742359215e-12,0,40,-108.0625,3.4469292927299997e-09,2.97042275339,-5.49666583538e-06,0.012075797189,1.39530748129e-05,5153.72007942,597584,1.00582838058e-07,0.00341111826962,-7.63684511185e-08,0.9816869009829999,116.28125,-1.8355125265,-7.31351892313e-09,-1.07147320259e-11,1,1973,0,0,0,-1.11758708954e-08,40,590406,0
588,17,171105000000,-0.00014667538926,2.38742359215e-12,0,41,-93.25,3.64265173107e-09,-2.2604553525599997,-4.8503279686e-06,0.0120796663687,1.26548111439e-05,5153.71201134,0,1.71363353729e-07,-0.11705688814099999,-7.450580596919999e-08,0.9816868395399999,145.96875,-1.8353389922299999,-7.333876913979999e-09,-2.3929568191100003e-11,1,1973,0,0,0,-1.11758708954e-08,41,597606,0
602,17,171105020000,-0.00014665815979199998,2.38742359215e-12,0,42,-93.34375,3.80194408052e-09,-1.2101804722299998,-4.8354268074e-06,0.0120802156162,1.19898468256e-05,5153.71458244,7200,3.72529029846e-09,-0.117109892589,3.2410025596599996e-07,0.981684462298,161.78125,-1.8354625063999999,-7.73460789175e-09,-1.6107813812200001e-10,1,1974,0,0,0,-1.11758708954e-08,42,6,0
613,17,171105040000,-0.000146640930325,2.38742359215e-12,0,43,-102.96875,3.89873382648e-09,-0.160032248431,-5.35510480404e-06,0.012079069158100001,1.17011368275e-05,5153.71285057,14400,-1.22934579849e-07,-0.117166778158,1.24797224998e-07,0.981682915994,169.40625,-1.8354597341699999,-7.890328663860001e-09,-1.19647840956e-10,1,1974,0,0,0,-1.11758708954e-08,43,7206,0
721,17,171105200000,-0.00014650262892200002,2.38742359215e-12,0,98,-149.625,3.6030072225699997e-09,1.9574953875099999,-7.77095556259e-06,0.012086887611100001,1.10603868961e-05,5153.71973991,72000,5.960464477540001e-08,-0.117611250706,-2.99885869026e-07,0.98167829171,176.0,-1.8349760876099999,-7.62174604774e-09,-1.08218793461e-10,1,1974,0,1,0,-1.11758708954e-08,98,65016,0
724,17,171105215944,-0.000146486330777,2.38742359215e-12,0,2,-148.5,3.56443418728e-09,3.0053729664200004,-7.53626227379e-06,0.0120866294019,1.15036964417e-05,5153.719244,79184,1.210719347e-07,-0.117664606255,-7.264316082e-08,0.981677889407,164.21875,-1.83504052622,-7.4474530734599995e-09,-1.7572160522400002e-10,1,1974,0,0,0,-1.11758708954e-08,2,72006,0
736,17,171106000000,-0.00014646910131,2.38742359215e-12,0,3,-129.53125,3.71658338204e-09,-2.22550598071,-6.68875873089e-06,0.0120894630672,1.05854123831e-05,5153.71289635,86400,1.73225998878e-07,-0.117718450417,-3.91155481339e-08,0.981676730776,185.21875,-1.8348657236,-7.46209654056e-09,-1.62506769059e-10,1,1974,0,0,0,-1.11758708954e-08,3,79206,0
750,17,171106020000,-0.000146451871842,2.38742359215e-12,0,4,-119.78125,3.91516308226e-09,-1.17533519578,-6.20074570179e-06,0.0120904360665,1.01253390312e-05,5153.71304321,93600,-3.53902578354e-08,-0.117772471593,3.18512320518e-07,0.9816734275069999,196.8125,-1.83488395156,-7.85604152138e-09,-2.81440294547e-10,1,1974,0,0,0,-1.11758708954e-08,4,86406,0
760,17,171106040000,-0.000146434176713,2.38742359215e-12,0,5,-120.71875,3.96873674239e-09,-0.125115989732,-6.30505383015e-06,0.012090225121899998,9.63546335697e-06,5153.71367073,100800,-1.32247805595e-07,-0.117830261246,1.04308128357e-07,0.9816710605060001,208.46875,-1.8349513496599998,-8.01069082028e-09,-2.32509684962e-10,1,1974,0,0,0,-1.11758708954e-08,5,93606,0
860,17,171106180000,-0.00014631310477899998,2.38742359215e-12,0,90,-132.6875,3.92552065655e-09,0.9424150831200001,-6.98491930962e-06,0.0120945619419,8.26269388199e-06,5153.71438217,151200,-1.5646219253499998e-07,-0.11822565435599999,-8.381903171539999e-08,0.981660796672,232.75,-1.83460839778,-8.03783480808e-09,-2.45010205659e-10,1,1974,0,1,0,-1.11758708954e-08,90,151176,0
862,17,171106200000,-0.00014629587531099999,2.38742359215e-12,0,91,-151.78125,3.72908390274e-09,1.9923686247099999,-7.93673098087e-06,0.012095478829,7.80820846558e-06,5153.71899986,158400,8.754432201389999e-08,-0.118283209942,-2.64495611191e-07,0.981660325613,239.46875,-1.83441293729,-7.78175271266e-09,-1.9500812287099998e-10,1,1974,0,1,0,-1.11758708954e-08,91,151206,0
873,17,171106215944,-0.00014627538621399998,2.38742359215e-12,0,22,-158.25,3.74444168531e-09,3.0402836514,-8.00937414169e-06,0.0120960240019,8.251518011089999e-06,5153.71687889,165584,1.24797224998e-07,-0.11833783384000002,-5.40167093277e-08,0.9816592254979999,228.0625,-1.8345128853200001,-7.629603517899999e-09,-2.5786788409e-10,1,1974,0,0,0,-1.11758708954e-08,22,158406,0
884,17,171107000000,-0.000146257691085,2.38742359215e-12,0,54,-141.21875,3.836231223e-09,-2.19055082448,-7.238239049910001e-06,0.0120974109741,7.87898898125e-06,5153.71330643,172800,1.63912773132e-07,-0.11839302535,-9.31322574615e-09,0.981657505107,237.1875,-1.8343808335499998,-7.64031824992e-09,-2.35724104569e-10,1,1974,0,0,0,-1.11758708954e-08,54,165606,0
897,17,171107020000,-0.00014624046161800002,2.38742359215e-12,0,55,-124.46875,4.0637406996799995e-09,-1.1404926652299998,-6.40749931335e-06,0.0120984981768,7.819384336469999e-06,5153.71091461,180000,-6.33299350739e-08,-0.1184483968,2.96160578728e-07,0.9816538404970001,240.5625,-1.8342849070900002,-8.00747640068e-09,-3.34299639208e-10,1,1974,0,0,0,-1.11758708954e-08,55,172806,0
908,17,171107040000,-0.00014622276648899998,2.38742359215e-12,0,56,-115.78125,4.073026800770001e-09,-0.09022212245639999,-6.053596735e-06,0.0120993735036,7.32578337193e-06,5153.71385193,187200,-1.26659870148e-07,-0.118507269012,8.195638656619999e-08,0.981651147265,252.09375,-1.83440194931,-8.15676833357e-09,-2.79297348141e-10,1,1974,0,0,0,-1.11758708954e-08,56,180006,0
1008,17,171107180000,-0.00014610029756999997,2.38742359215e-12,0,83,-108.875,4.07159816984e-09,0.977408357141,-5.78351318836e-06,0.0121016837656,5.8002769947099995e-06,5153.71222687,237600,-1.4528632164e-07,-0.11891105634600001,-6.51925802231e-08,0.9816398418340001,279.65625,-1.83414553488,-8.17926927082e-09,-2.24295057075e-10,1,1974,0,1,0,-1.11758708954e-08,83,237336,0
1014,17,171107200000,-0.00014608260244100001,2.38742359215e-12,0,93,-123.21875,3.86980405001e-09,2.02734329188,-6.5136700868599994e-06,0.012102104607,5.05149364471e-06,5153.71721649,244800,9.313225746150001e-08,-0.11896956867999998,-2.21654772758e-07,0.981639522918,292.65625,-1.8339286909299999,-7.92461580634e-09,-1.78221709364e-10,1,1974,0,1,0,-1.11758708954e-08,93,237606,0
1025,17,171107220000,-0.000146065372974,2.38742359215e-12,0,99,-134.65625,3.92516349881e-09,3.07759301733,-6.7912042141e-06,0.012103278772,5.30108809471e-06,5153.71419334,252000,1.08033418655e-07,-0.11902556187,-4.0978193283099994e-08,0.981638441821,286.0625,-1.83402751982,-7.80175354578e-09,-2.32152527227e-10,1,1974,0,1,0,-1.11758708954e-08,99,244806,0
1037,17,171107235944,-0.00014604441821599998,2.50111042988e-12,0,9,-124.28125,3.97016537332e-09,-2.15784310395,-6.31622970104e-06,0.012103550834600001,5.33647835255e-06,5153.71304893,259184,1.52736902237e-07,-0.11908165453700001,-3.72529029846e-09,0.981636866259,286.5,-1.83395883874,-7.81532553968e-09,-2.2250926840400003e-10,1,1974,0,0,0,-1.11758708954e-08,9,252006,0
1049,17,171108020000,-0.000146026723087,2.50111042988e-12,0,10,-106.3125,4.207675266560001e-09,-1.1055275714,-5.4165720939599994e-06,0.012104402761899998,5.6978315115e-06,5153.70898438,266400,-7.07805156708e-08,-0.119138466961,2.60770320892e-07,0.981633463511,281.25,-1.83378520499,-8.15283959849e-09,-3.05727020472e-10,1,1974,0,0,0,-1.11758708954e-08,10,259206,0
1063,17,171108040000,-0.00014600902795800001,2.50111042988e-12,0,11,-90.84375,4.18053127877e-09,-0.055242302892199995,-4.7385692596400005e-06,0.0121061297832,5.39422035217e-06,5153.71340561,273600,-1.0989606380499999e-07,-0.11919827397800001,6.70552253723e-08,0.981631039456,288.65625,-1.8339149804599997,-8.28463080241e-09,-2.52867675811e-10,1,1974,0,0,0,-1.11758708954e-08,11,266406,0
1158,17,171108180000,-0.000145884696394,2.50111042988e-12,0,62,-70.53125,4.16874507354e-09,1.0124922282200002,-3.7960708141300003e-06,0.012107520131399999,4.3176114559199994e-06,5153.7112999,324000,-1.5646219253499998e-07,-0.119608830234,-3.35276126862e-08,0.981623108977,307.5,-1.8337509112700001,-8.27534470132e-09,-1.2714815337399998e-10,1,1974,0,0,0,-1.11758708954e-08,62,322716,0
1164,17,171108200000,-0.00014586700126499998,2.50111042988e-12,0,63,-76.6875,3.979451474409999e-09,2.06247776968,-4.14066016674e-06,0.012107450165799997,3.5520642995800003e-06,5153.71513176,331200,8.00937414169e-08,-0.11966794236400001,-1.9371509552e-07,0.981623603443,320.84375,-1.8335825016,-8.0035476656e-09,-7.67889128522e-11,1,1974,0,1,0,-1.11758708954e-08,63,324006,0
1177,17,171108220000,-0.00014584930613600002,2.50111042988e-12,0,92,-87.90625,4.0494543903200004e-09,3.1126954382,-4.39770519733e-06,0.012108740513200001,3.5483390092800002e-06,5153.71234703,338400,8.56816768646e-08,-0.119724769417,-5.02914190292e-08,0.981623174808,320.40625,-1.83364762633,-7.91354391658e-09,-1.16790579082e-10,1,1974,0,1,0,-1.11758708954e-08,92,331206,0
1186,17,171108235944,-0.00014582928270100002,2.50111042988e-12,0,19,-84.59375,4.081955744129999e-09,-2.12268887968,-4.24310564995e-06,0.0121086657746,3.6861747503300003e-06,5153.71225548,345584,1.58324837685e-07,-0.119781584767,-2.23517417908e-08,0.9816223277789999,318.96875,-1.8336286069299998,-7.938544957979999e-09,-1.3071973071600002e-10,1,1974,0,0,0,-1.11758708954e-08,19,338406,0
1198,17,171109020000,-0.00014581158757199998,2.50111042988e-12,0,20,-71.0,4.30982237854e-09,-1.07038782563,-3.53902578354e-06,0.012109075323700001,4.313886165619999e-06,5153.70791054,352800,-6.14672899246e-08,-0.11983934223500001,2.2910535335500003e-07,0.9816196769709999,308.375,-1.83343958914,-8.25891544555e-09,-2.06437170365e-10,1,1974,0,0,0,-1.11758708954e-08,20,345606,0
1210,17,171109040000,-0.000145793892443,2.50111042988e-12,0,64,-53.9375,4.26303471536e-09,-0.0201252279651,-2.7883797884e-06,0.0121111342451,4.2952597141300005e-06,5153.71255875,360000,-9.685754776e-08,-0.119899687606,6.89178705215e-08,0.981618029725,309.59375,-1.8335450479700002,-8.361419715260001e-09,-1.6822129280600002e-10,1,1974,0,0,0,-1.11758708954e-08,64,352806,0
1309,17,171109180000,-0.000145668629557,2.50111042988e-12,0,84,-29.625,4.19838916547e-09,1.0476700683700002,-1.64844095707e-06,0.012112796306600001,4.03076410294e-06,5153.71172714,410400,-1.88127160072e-07,-0.12031363929500001,-9.31322574615e-09,0.981616464403,312.40625,-1.83343481563,-8.30498879326e-09,8.928943354899999e-12,1,1974,0,0,0,-1.11758708954e-08,84,409656,0
1311,17,171109200000,-0.00014565046876700003,2.50111042988e-12,0,85,-28.25,4.02981071493e-09,2.09774735528,-1.6335397958799998e-06,0.012112449039700001,3.5036355257e-06,5153.71349144,417600,6.51925802231e-08,-0.120372831886,-1.88127160072e-07,0.9816181292039999,320.78125,-1.8333572019799997,-8.000690403730001e-09,6.57170230921e-11,1,1974,0,1,0,-1.11758708954e-08,85,410406,0
1323,17,171109220000,-0.000145632773638,2.50111042988e-12,0,86,-34.6875,4.09052752975e-09,-3.13526521398,-1.68010592461e-06,0.012113322271,3.33972275257e-06,5153.71188354,424800,7.82310962677e-08,-0.120429897394,-7.63684511185e-08,0.9816186777979999,324.375,-1.8333766485499998,-7.94068790438e-09,4.4287559040299996e-11,1,1974,0,1,0,-1.11758708954e-08,86,417606,0
1334,17,171109235944,-0.000145614612848,2.50111042988e-12,0,24,-34.9375,4.1430297166699995e-09,-2.08744905276,-1.6875565052e-06,0.012113609118399999,3.31923365593e-06,5153.71136665,431984,1.8626451492300001e-07,-0.120486774186,-4.47034835815e-08,0.981618907476,326.71875,-1.83337166585,-7.98104672835e-09,7.50031241812e-12,1,1974,0,0,0,-1.11758708954e-08,24,424806,0
1347,17,171110020000,-0.000145596452057,2.50111042988e-12,0,25,-28.53125,4.34875257157e-09,-1.0351043774200002,-1.31130218506e-06,0.012113593635100001,3.97115945816e-06,5153.7080307,439200,-4.0978193283099994e-08,-0.120544920791,2.1047890186300002e-07,0.981617236824,315.84375,-1.8332260967200003,-8.304631635529999e-09,-6.643133856050001e-11,1,1974,0,0,0,-1.11758708954e-08,25,432006,0
1457,17,171110180000,-0.000145453494042,2.50111042988e-12,0,33,3.875,4.16374486526e-09,1.0829061195,1.28522515297e-07,0.012118033249899999,4.80003654957e-06,5153.71319008,496800,-2.25380063057e-07,-0.121018762883,-1.86264514923e-09,0.981622384832,297.25,-1.8331726738799998,-8.26820154664e-09,1.44291724615e-10,1,1974,0,0,0,-1.11758708954e-08,33,495786,0
