,Epoch_Time_of_Clock,PRN,SV_Clock_Bias,SV_Clock_Drift,Crs,Del_n,M0,Cuc,e,Cus,sqrt_A,Toe,Cic,OMEGA,Cis,i0,Crc,omega,OMEGA_dot,I_dot
41,2017-11-01 05:54:41,2,0.000291496716855,-9.54969436862E-12,30.822594059,5.06384558171E-09,-0.820064865467,1.52503176308E-06,0.0172147568987,3.85452857419E-06,5153.60773181,348060.001764,1.11453757793E-07,0.952283836185,-2.77064708029E-07,0.947757302868,294.506552336,-1.94307259405,-8.32896255747E-09,3.05688759933E-10
42,2017-11-01 05:54:42,2,0.000291496142538,-9.54969436862E-12,30.8976922304,5.06353097786E-09,-0.87474470418,1.53179681721E-06,0.0172147462915,3.85401386488E-06,5153.60775287,348120.001775,1.12030421283E-07,0.95228334407,-2.74913251138E-07,0.947757324092,294.510395262,-1.94307228349,-8.32795459925E-09,3.05237089626E-10
43,2017-11-01 05:54:43,2,0.000291495568222,-9.54969436862E-12,30.9719833661,5.06321377619E-09,-0.928644748376,1.53848025677E-06,0.0172147358828,3.85346387089E-06,5153.60777368,348180.001785,1.12630501051E-07,0.952282851927,-2.72791765997E-07,0.947757345474,294.515200036,-1.94307197844,-8.32693498533E-09,3.04806700419E-10
44,2017-11-01 05:54:44,2,0.000291494993905,-9.54969436862E-12,31.0454739453,5.06289409333E-09,-0.98176940141,1.5450827019E-06,0.0172147256712,3.85287910594E-06,5153.60779425,348240.001793,1.13253690257E-07,0.952282359755,-2.70699944638E-07,0.947757367012,294.520955688,-1.94307167881,-8.32590399741E-09,3.04397391021E-10
45,2017-11-01 05:54:45,2,0.000291494419588,-9.54969436862E-12,31.1181704474,5.0625720459E-09,-1.03412306664,1.55160477276E-06,0.0172147156554,3.85226008377E-06,5153.60781459,348300.001801,1.13899682058E-07,0.952281867556,-2.68637479089E-07,0.947757388702,294.527651252,-1.94307138455,-8.32486191721E-09,3.04008960146E-10
46,2017-11-01 05:54:46,2,0.000291493845272,-9.54969436862E-12,31.1900793516,5.06224775049E-09,-1.08571014742,1.55804708949E-06,0.0172147058342,3.85160731809E-06,5153.60783469,348360.001807,1.14568169611E-07,0.952281375328,-2.66604061383E-07,0.947757410544,294.53527576,-1.9430710956,-8.32380902644E-09,3.03641206504E-10
47,2017-11-01 05:54:47,2,0.000291493270956,-9.54969436862E-12,31.2612071372,5.06192132375E-09,-1.13653504711,1.56441027224E-06,0.017214696206,3.85092132265E-06,5153.60785455,348420.001812,1.15258846076E-07,0.952280883071,-2.64599383548E-07,0.947757432534,294.543818242,-1.94307081188,-8.32274560682E-09,3.03293928807E-10
48,2017-11-01 05:54:48,2,0.00029149269664,-9.54969436862E-12,31.3315602837,5.06159288227E-09,-1.18660216905,1.57069494115E-06,0.0172146867697,3.85020261115E-06,5153.60787418,348480.001816,1.1597140461E-07,0.952280390786,-2.62623137616E-07,0.947757454672,294.55326773,-1.94307053334,-8.32167194006E-09,3.02966925766E-10
49,2017-11-01 05:54:49,2,0.000291492122324,-9.54969436862E-12,31.4011452702,5.06126254268E-09,-1.23591591662,1.57690171638E-06,0.0172146775239,3.84945169734E-06,5153.60789357,348540.001818,1.1670553837E-07,0.952279898472,-2.60675015617E-07,0.947757476954,294.563613258,-1.94307025991,-8.32058830787E-09,3.02659996092E-10
50,2017-11-01 05:54:50,2,0.000291491548008,-9.54969436862E-12,31.4699685762,5.06093042159E-09,-1.28448069316,1.58303121808E-06,0.0172146684672,3.84866909492E-06,5153.60791272,348600.00182,1.17460940515E-07,0.95227940613,-2.58754709581E-07,0.94775749938,294.574843857,-1.94306999152,-8.31949499196E-09,3.02372938498E-10
51,2017-11-01 05:54:51,2,0.000291490973693,-9.54969436862E-12,31.5380366808,5.06059663563E-09,-1.33230090203,1.58908406639E-06,0.0172146595983,3.84785531764E-06,5153.60793163,348660.00182,1.18237304203E-07,0.952278913759,-2.56861911538E-07,0.947757521946,294.586948558,-1.94306972811,-8.31839227405E-09,3.02105551693E-10
52,2017-11-01 05:54:52,2,0.000291490399377,-9.54969436862E-12,31.6053560635,5.0602613014E-09,-1.37938094658,1.59506088145E-06,0.0172146509159,3.84701087921E-06,5153.60795031,348720.001819,1.19034322592E-07,0.95227842136,-2.54996313518E-07,0.947757544651,294.599916393,-1.94306946962,-8.31728043585E-09,3.01857634391E-10
53,2017-11-01 05:54:53,2,0.000291489825062,-9.54969436862E-12,31.6719332036,5.05992453552E-09,-1.42572523018,1.60096228343E-06,0.0172146424186,3.84613629337E-06,5153.60796875,348780.001817,1.19851688839E-07,0.952277928931,-2.53157607553E-07,0.947757567492,294.613736395,-1.94306921597,-8.31615975907E-09,3.01628985302E-10
54,2017-11-01 05:54:54,2,0.000291489250747,-9.54969436862E-12,31.7377745803,5.05958645462E-09,-1.47133815617,1.60678889245E-06,0.0172146341051,3.84523207384E-06,5153.60798696,348840.001814,1.20689096102E-07,0.952277436474,-2.51345485672E-07,0.947757590468,294.628397596,-1.94306896711,-8.31503052542E-09,3.01419403138E-10
55,2017-11-01 05:54:55,2,0.000291488676432,-9.54969436862E-12,31.802886673,5.0592471753E-09,-1.51622412792,1.61254132868E-06,0.0172146259741,3.84429873434E-06,5153.60800493,348900.00181,1.2154623754E-07,0.952276943988,-2.49559639906E-07,0.947757613577,294.643889027,-1.94306872297,-8.31389301662E-09,3.0122868661E-10
56,2017-11-01 05:54:56,2,0.000291488102117,-9.54969436862E-12,31.8672759609,5.05890681419E-09,-1.56038754878,1.61822021226E-06,0.0172146180243,3.8433367886E-06,5153.60802267,348960.001804,1.22422806311E-07,0.952276451472,-2.47799762285E-07,0.947757636816,294.66019972,-1.94306848348,-8.31274751438E-09,3.01056634429E-10
57,2017-11-01 05:54:57,2,0.000291487527802,-9.54969436862E-12,31.9309489235,5.0585654879E-09,-1.60383282209,1.62382616334E-06,0.0172146102542,3.84234675035E-06,5153.60804017,349020.001798,1.23318495572E-07,0.952275958928,-2.46065544839E-07,0.947757660184,294.677318707,-1.94306824858,-8.31159430042E-09,3.00903045307E-10
58,2017-11-01 05:54:58,2,0.000291486953487,-9.54969436862E-12,31.99391204,5.05822331304E-09,-1.64656435123,1.62935980207E-06,0.0172146026626,3.84132913331E-06,5153.60805744,349080.001791,1.24232998481E-07,0.952275466355,-2.44356679598E-07,0.947757683678,294.69523502,-1.9430680182,-8.31043365644E-09,3.00767717956E-10
59,2017-11-01 05:54:59,2,0.000291486379172,-9.54969436862E-12,32.0561717898,5.05788040624E-09,-1.68858653955,1.63482174858E-06,0.0172145952481,3.84028445122E-06,5153.60807448,349140.001782,1.25166008196E-07,0.952274973752,-2.42672858594E-07,0.947757707296,294.713937691,-1.94306779229,-8.30926586416E-09,3.00650451086E-10
60,2017-11-01 05:55:00,2,0.000291485804858,-9.54969436862E-12,32.117734652,5.0575368841E-09,-1.7299037904,1.64021262304E-06,0.0172145880094,3.83921321779E-06,5153.60809128,349200.001773,1.26117217876E-07,0.95227448112,-2.41013773856E-07,0.947757731037,294.733415752,-1.94306757077,-8.30809120529E-09,3.00551043409E-10
61,2017-11-01 05:55:01,2,0.000291485230543,-9.54969436862E-12,32.1786071062,5.05719286326E-09,-1.77052050713,1.64553304559E-06,0.0172145809452,3.83811594675E-06,5153.60810785,349260.001763,1.27086320678E-07,0.952273988458,-2.39379117415E-07,0.947757754898,294.753658235,-1.94306735357,-8.30690996155E-09,3.00469293637E-10
62,2017-11-01 05:55:02,2,0.000291484656229,-9.54969436862E-12,32.2387956315,5.05684846032E-09,-1.81044109311,1.65078363638E-06,0.0172145740541,3.83699315183E-06,5153.60812419,349320.001751,1.28073009759E-07,0.952273495768,-2.377685813E-07,0.947757778877,294.774654172,-1.94306714065,-8.30572241464E-09,3.00405000481E-10
63,2017-11-01 05:55:03,2,0.000291484081915,-9.54969436862E-12,32.2983067073,5.0565037919E-09,-1.84966995169,1.65596501555E-06,0.0172145673348,3.83584534675E-06,5153.60814029,349380.001739,1.29076978279E-07,0.952273003047,-2.36181857543E-07,0.947757802972,294.796392594,-1.94306693192,-8.30452884628E-09,3.00357962653E-10
64,2017-11-01 05:55:04,2,0.000291483507601,-9.54969436862E-12,32.3571468129,5.05615897461E-09,-1.88821148623,1.66107780325E-06,0.0172145607859,3.83467304525E-06,5153.60815616,349440.001726,1.30097919395E-07,0.952272510298,-2.34618638174E-07,0.947757827181,294.818862534,-1.94306672732,-8.30332953819E-09,3.00327978863E-10
65,2017-11-01 05:55:05,2,0.000291482933287,-9.54969436862E-12,32.4153224276,5.05581412508E-09,-1.92607010007,1.66612261963E-06,0.0172145544062,3.83347676104E-06,5153.6081718,349500.001712,1.31135526264E-07,0.952272017518,-2.33078615223E-07,0.947757851502,294.842053023,-1.9430665268,-8.30212477207E-09,3.00314847824E-10
66,2017-11-01 05:55:06,2,0.000291482358973,-9.54969436862E-12,32.4728400308,5.05546935992E-09,-1.96325019658,1.67110008484E-06,0.0172145481942,3.83225700786E-06,5153.60818721,349560.001697,1.32189492046E-07,0.952271524709,-2.31561480719E-07,0.947757875933,294.865953094,-1.94306633028,-8.30091482964E-09,3.00318368246E-10
67,2017-11-01 05:55:07,2,0.000291481784659,-9.54969436862E-12,32.5297061016,5.05512479575E-09,-1.99975617912,1.67601081903E-06,0.0172145421487,3.83101429942E-06,5153.60820239,349620.001681,1.33259509897E-07,0.95227103187,-2.30066926695E-07,0.947757900472,294.890551778,-1.9430661377,-8.29969999261E-09,3.00338338841E-10
68,2017-11-01 05:55:08,2,0.000291481210346,-9.54969436862E-12,32.5859271196,5.05478054918E-09,-2.03559245103,1.68085544234E-06,0.0172145362683,3.82974914946E-06,5153.60821734,349680.001664,1.34345272976E-07,0.952270539001,-2.2859464518E-07,0.947757925117,294.915838107,-1.943065949,-8.29848054269E-09,3.00374558321E-10
69,2017-11-01 05:55:09,2,0.000291480636032,-9.54969436862E-12,32.6415095639,5.05443673683E-09,-2.07076341568,1.68563457493E-06,0.0172145305517,3.8284620717E-06,5153.60823205,349740.001646,1.3544647444E-07,0.952270046103,-2.27144328203E-07,0.947757949865,294.941801113,-1.9430657641,-8.2972567616E-09,3.00426825397E-10
70,2017-11-01 05:55:10,2,0.000291480061719,-9.54969436862E-12,32.6964599139,5.05409347532E-09,-2.10527347642,1.69034883693E-06,0.0172145249976,3.82715357988E-06,5153.60824654,349800.001628,1.36562807448E-07,0.952269553174,-2.25715667797E-07,0.947757974715,294.968429829,-1.94306558295,-8.29602893104E-09,3.0049493878E-10
71,2017-11-01 05:55:11,2,0.000291479487405,-9.54969436862E-12,32.7507846489,5.05375088126E-09,-2.1391270366,1.6949988485E-06,0.0172145196045,3.8258241877E-06,5153.60826079,349860.001609,1.37693965158E-07,0.952269060216,-2.2430835599E-07,0.947757999665,294.995713285,-1.94306540548,-8.29479733274E-09,3.00578697182E-10
72,2017-11-01 05:55:12,2,0.000291478913092,-9.54969436862E-12,32.8044902482,5.05340907127E-09,-2.17232849959,1.69958522979E-06,0.0172145143712,3.8244744089E-06,5153.60827482,349920.001589,1.38839640727E-07,0.952268567227,-2.22922084814E-07,0.947758024712,295.023640514,-1.94306523163,-8.29356224841E-09,3.00677899314E-10
73,2017-11-01 05:55:13,2,0.000291478338779,-9.54969436862E-12,32.8575831912,5.05306816197E-09,-2.20488226873,1.70410860094E-06,0.0172145092964,3.82310475722E-06,5153.60828862,349980.001568,1.39999527313E-07,0.952268074209,-2.21556546298E-07,0.947758049855,295.052200548,-1.94306506132,-8.29232395975E-09,3.00792343888E-10
74,2017-11-01 05:55:14,2,0.000291477764466,-9.54969436862E-12,32.9100699571,5.05272826997E-09,-2.23679274739,1.7085695821E-06,0.0172145043787,3.82171574636E-06,5153.60830219,350040.001546,1.41173318075E-07,0.95226758116,-2.20211432473E-07,0.947758075091,295.081382419,-1.9430648945,-8.29108274848E-09,3.00921829614E-10
75,2017-11-01 05:55:15,2,0.000291477190153,-9.54969436862E-12,32.9619570252,5.05238951189E-09,-2.26806433892,1.71296879342E-06,0.0172144996167,3.82030789006E-06,5153.60831553,350100.001524,1.4236070617E-07,0.95226708808,-2.1888643537E-07,0.947758100418,295.111175158,-1.9430647311,-8.28983889631E-09,3.01066155205E-10
76,2017-11-01 05:55:16,2,0.00029147661584,-9.54969436862E-12,33.0132508749,5.05205200435E-09,-2.29870144667,1.71730685504E-06,0.0172144950092,3.81888170205E-06,5153.60832864,350160.001501,1.43561384757E-07,0.952266594971,-2.17581247018E-07,0.947758125835,295.141567798,-1.94306457106,-8.28859268496E-09,3.01225119372E-10
77,2017-11-01 05:55:17,2,0.000291476041527,-9.54969436862E-12,33.0639579855,5.05171586397E-09,-2.328708474,1.72158438712E-06,0.0172144905548,3.81743769605E-06,5153.60834152,350220.001477,1.44775046992E-07,0.952266101831,-2.16295559448E-07,0.947758151339,295.172549371,-1.94306441431,-8.28734439614E-09,3.01398520826E-10
78,2017-11-01 05:55:18,2,0.000291475467215,-9.54969436862E-12,33.1140848363,5.05138120735E-09,-2.35808982427,1.7258020098E-06,0.0172144862522,3.81597638578E-06,5153.60835418,350280.001452,1.46001386035E-07,0.952265608661,-2.1502906469E-07,0.947758176929,295.204108907,-1.94306426078,-8.28609431156E-09,3.01586158279E-10
79,2017-11-01 05:55:19,2,0.000291474892902,-9.54969436862E-12,33.1636379066,5.05104815112E-09,-2.38684990083,1.72996034323E-06,0.0172144820999,3.81449828498E-06,5153.60836661,350340.001427,1.47240095042E-07,0.95226511546,-2.13781454775E-07,0.947758202601,295.236235441,-1.94306411041,-8.28484271294E-09,3.01787830442E-10
