,SV_Clock_Bias,SV_Clock_Drift,SV_Clock_Drift_Rate,IODE,Crs,Del_n,M0,Cuc,e,Cus,sqrt_A,Toe,Cic,OMEGA,Cis,i0,Crc,omega,OMEGA_dot,I_dot,Codes,GPS_week,L2_P_Data_flag,SV_accuracy,SV_health,Tgd,IODC,T_Tx,Fit_Interval,Epoch_Time_of_Clock
35070,0.0002720087,-9.77706804406e-12,0,59.1700686414,-77.5702499401,5e-09,-0.2183775128,-4.30117676086e-06,0.0173369568,7.220428358460001e-06,5153.62780477,697626.80678,-4.44103798553e-07,0.6040851942000001,-2.68910576142e-07,0.9484015779,241.272190546,-1.9363982932,-8.77455718535e-09,4.3717931038900003e-11,1,1976.06578356,0,1.64689036143e-15,0,-2.04890966415e-08,59.1700686414,502020.102972,0,2017-11-25 14:00:00
35130,0.00027197349999999996,-9.77706804406e-12,0,56.7725342405,-78.32654908090001,5e-09,-0.42204649759999996,-4.44616252435e-06,0.0173373828,7.2560000000000005e-06,5153.62771663,799126.128441,-5.23459088533e-07,0.6235457836,-4.30437062637e-07,0.9484012029000001,241.464282132,-1.9363820357,-8.802235817640001e-09,8.89608619961e-11,1,1976.10911468,0,1.988404187e-15,0,-2.04890966415e-08,56.7725342405,479413.442279,0,2017-11-25 15:00:00
35190,0.0002719384,-9.77706804406e-12,0,53.832537657799996,-79.0729600128,5e-09,-0.6831135281,-4.578e-06,0.01733786,7.26916801135e-06,5153.6276294,911515.946793,-5.77110254391e-07,0.6451748674000001,-5.682704900149999e-07,0.9484009419,241.820851225,-1.9363623981,-8.813631683600002e-09,1.26960251123e-10,1,1976.15726603,0,2.1787643034499995e-15,0,-2.04890966415e-08,53.832537657799996,453891.505559,0,2017-11-25 16:00:00
35250,0.0002719032,-9.77706804405e-12,0,50.470556241800004,-79.7778623432,5e-09,-0.9713704034999999,-4.69359140374e-06,0.0173383684,7.26182869995e-06,5153.62756028,1027409.50765,-6.07198361426e-07,0.6675017482,-6.8238888576e-07,0.9484007867,242.310324595,-1.9363399694999999,-8.80975373941e-09,1.5776987436600003e-10,1,1976.20696817,0,2.2380557880999996e-15,0,-2.04890966415e-08,50.470556241800004,427431.652367,0,2017-11-25 17:00:00
35310,0.0002718681,-9.77706804405e-12,0,46.807067340699994,-80.4096356795,5e-09,-1.256608923,-4.79012292658e-06,0.0173388873,7.236e-06,5153.62752645,1139420.05682,-6.15864474938e-07,0.6890557289,-7.72770277359e-07,0.9484007287999999,242.901129013,-1.9363153390999999,-8.79161094121e-09,1.8144350767299997e-10,1,1976.25495165,0,2.18636371829e-15,0,-2.04890966415e-08,46.807067340699994,402011.242257,0,2017-11-25 18:00:00
35370,0.0002718329,-9.77706804405e-12,0,42.962548303,-80.93665962930001,4.9409821107600004e-09,-1.5086208859,-4.8645914428e-06,0.0173393967,7.193566932639999e-06,5153.62754511,1240160.84012,-6.05249660225e-07,0.7083661122,-8.39392692296e-07,0.9484007599,243.561691247,-1.9362890959,-8.76021224515e-09,1.9803492699e-10,1,1976.29794703,0,2.0437731713599996e-15,0,-2.04890966415e-08,42.962548303,379607.634786,0,2017-11-25 19:00:00
35430,0.0002717978,-9.77706804405e-12,0,39.0574764768,-81.3273138001,4.91586981405e-09,-1.6971980916,-4.914e-06,0.017339876,7.13657852918e-06,5153.62763344,1322245.10336,-5.774949825859999e-07,0.7239622007,-8.822341580559999e-07,0.9484008715000001,244.26043806799998,-1.936261829,-8.7165666074e-09,2.0759790826299998e-10,1,1976.33268487,0,1.83036922464e-15,0,-2.04890966415e-08,39.0574764768,362198.18951,0,2017-11-25 20:00:00
35490,0.0002717626,-9.77706804405e-12,0,35.2123292106,-81.54997779909999,4.88732578467e-09,-1.7921323391,-4.93551626926e-06,0.017340305,7.067e-06,5153.62780863,1378286.09235,-5.3474150732e-07,0.7343732973,-9.012727021239999e-07,0.9484010553,244.965796246,-1.9362341272999999,-8.66168298409e-09,2.10186227441e-10,1,1976.35589572,0,1.56623695549e-15,0,-2.04890966415e-08,35.2123292106,351760.265983,0,2017-11-25 21:00:00
35550,0.0002717274,-9.77706804405e-12,0,31.547583852800003,-81.573031234,4.85573655979e-09,-1.763215428,-4.9260609864199995e-06,0.0173406633,6.9867218138e-06,5153.62808787,1400897.05291,-4.79130299726e-07,0.7381287045999999,-8.964863519860001e-07,0.9484013028,245.646192549,-1.9362065801,-8.596570331399999e-09,2.0585366046799998e-10,1,1976.36431015,0,1.27146144122e-15,0,-2.04890966415e-08,31.547583852800003,350271.22376100003,0,2017-11-25 22:00:00
35610,0.0002716923,-9.77706804405e-12,0,28.1837177516,-81.3648537122,4.82148867657e-09,-1.5802391572999999,-4.8827195108099995e-06,0.017340930600000002,6.89778755434e-06,5153.62848835,1382691.23085,-4.12802425103e-07,0.7337577254000001,-8.67853135126e-07,0.9484016057,246.27005374900003,-1.9361797763,-8.52223760546e-09,1.9465398329200003e-10,1,1976.35465869,0,9.66127759188e-16,0,-2.04890966415e-08,28.1837177516,359708.422399,0,2017-11-25 23:00:00
35670,0.0002716571,-9.77706804405e-12,0,25.241208255500002,-80.8938248412,4.784968672199999e-09,-1.2129953264,-4.802536045919999e-06,0.0173410865,6.80213872868e-06,5153.62902726,1316281.8719799998,-3.3789894874899997e-07,0.7197896625,-8.15351079029e-07,0.9484019555,246.805806614,-1.936154305,-8.439693762440001e-09,1.76640971861e-10,1,1976.32367192,0,6.70320986722e-16,0,-2.04890966415e-08,25.241208255500002,382049.22145300003,0,2017-11-26 00:00:00
35730,0.000271622,-9.77706804405e-12,0,22.8405327126,-80.1283242284,4.74656308384e-09,-0.6312757346,-4.6825547952e-06,0.0173411108,6.7017423630400005e-06,5153.62972179,1194282.22212,-2.5656093596300004e-07,0.6947538185,-7.39e-07,0.9484023439,247.221877915,-1.9361307552,-8.349947758490001e-09,1.51868402119e-10,1,1976.26808039,0,4.04126201161e-16,0,-2.04890966415e-08,22.8405327126,419270.980479,0,2017-11-26 01:00:00
35790,0.0002715868,-9.77706804406e-12,0,21.1021684715,-79.0367314812,4.70665844868e-09,0.1951278189,-4.51981996211e-06,0.017340983,6.59856548366e-06,5153.63058913,1009305.5270700001,-1.70929452045e-07,0.6571794961999999,-6.386525590659999e-07,0.9484027625,247.486694422,-1.9361097162,-8.254008549760001e-09,1.20390050016e-10,1,1976.18461465,0,1.8762847984400003e-16,0,-2.04890966415e-08,21.1021684715,473351.05903100007,0,2017-11-26 02:00:00
35850,0.0002715517,-9.77706804406e-12,0,20.1465928804,-77.5874262072,4.66564130387e-09,1.2964235349,-4.311375750119999e-06,0.0173406828,6.49457511676e-06,5153.63164646,753965.032655,-8.31455622921e-08,0.6055959983,-5.144121501689999e-07,0.9484032029,247.568682903,-1.9360917768,-8.15288509241e-09,8.225969149579999e-11,1,1976.07000526,0,4.09129001074e-17,0,-2.04890966415e-08,20.1465928804,546266.8166659999,0,2017-11-26 03:00:00
35910,0.00027151650000000003,-9.77706804406e-12,0,20.079080368299998,-75.76776595300001,4.6243356038900005e-09,2.6646823486,-4.057e-06,0.0173402054,6.389e-06,5153.63288324,424634.97530700004,4.65853688641e-09,0.5392814315,-3.6799999999999996e-07,0.9484036577,247.514136033,-1.9360773733,-8e-09,3.84244401755e-11,1,1975.92683009,0,-1.76734160264e-17,0,-2.04890966415e-08,20.079080368299998,636459.16405,0,2017-11-26 04:00:00
35970,0.0002714813,-9.77706804406e-12,0,20.6552382164,-74.00160086689999,4.59362590087e-09,3.4148180927,-3.81853197027e-06,0.017339901799999998,6.21721787134e-06,5153.63365115,104192.375832,9.0554633569e-08,0.4747363942,-2.4187523002e-07,0.9484041451,249.160262266,-1.9360634236,-7.94811253178e-09,1.03781760489e-11,1,1975.89215495,0,-9.756318798830001e-18,0,-2.04890966415e-08,20.6552382164,661030.687433,0,2017-11-26 05:00:00
36030,0.0002714462,-9.77706804405e-12,0,21.2969453651,-73.0749339635,4.594468597770001e-09,1.8914470984,-3.7119999999999998e-06,0.0173404409,5.86141344923e-06,5153.632729,-45085.314403699995,1.7225510856199998e-07,0.4442699218,-2.12524689446e-07,0.9484046939,255.884565998,-1.936043479,-7.87179072619e-09,3.67848132454e-11,1,1976.2207365,0,4.738106663809999e-18,0,-2.04890966415e-08,21.2969453651,465904.5646229999,0,2017-11-26 06:00:00
36090,0.000271411,-9.77706804405e-12,0,21.7774703764,-72.0829322883,4.64851633764e-09,-1.1411807323,-3.6671242972099997e-06,0.0173416305,5.438591331169999e-06,5153.63036161,-20513.7910228,2.34523201129e-07,0.4484165993,-2.01726206998e-07,0.9484049936,265.378161259,-1.9360144128,-7.87592325424e-09,7.95367619674e-11,1,1976.78684426,0,2.61877962131e-18,0,-2.04890966415e-08,21.7774703764,127122.59211700001,0,2017-11-26 07:00:00
36150,0.0002713759,-9.77706804408e-12,0,22.2331381714,-68.5584747553,4.77529191554e-09,-2.5739453036,-3.43834994233e-06,0.0173424347,5.2899474059e-06,5153.62824199,21656.282308200003,2.49721693119e-07,0.4560675655,1.23719874552e-08,0.9484044253,269.86263903599996,-1.935976907,-8e-09,2.8463079059599996e-11,1,1977.09647391,0,-1.27901062885e-18,0,-2.04890966415e-08,22.2331381714,-56541.4225424,0,2017-11-26 08:00:00
36210,0.0002713407,-9.77706804409e-12,0,22.7348802781,-63.3531934173,4.939389952619999e-09,-1.7875816833000002,-3.07652269523e-06,0.0173425486,5.45512650997e-06,5153.62708056,19712.7882597,2.02473694064e-07,0.45493548570000003,3.64374380994e-07,0.9484030890999999,268.087834886,-1.9359394686000002,-8.345754607940001e-09,-1.01149681386e-10,1,1977.05421802,0,-7.18799686426e-19,0,-2.04890966415e-08,22.7348802781,-27385.055899900002,0,2017-11-26 09:00:00
36270,0.0002713056,-9.77706804399e-12,0,23.2705019494,-60.569584983999995,5.05337375175e-09,-0.7093202206999999,-2.92518495098e-06,0.017342426799999998,5.66865585365e-06,5153.62654323,12460.185171,9.126586885339999e-08,0.4527448146,5.071022232859999e-07,0.9484017964,265.440268483,-1.9359176149000001,-8.58330618817e-09,-1.69828777108e-10,1,1976.97149285,0,3.77935851606e-19,0,-2.04890966415e-08,23.2705019494,26247.1255467,0,2017-11-26 10:00:00
36330,0.0002712704,-9.77706804393e-12,0,23.7830085112,-61.1864229486,5.0943044468599995e-09,-0.224243778,-3.0633093853e-06,0.0173423527,5.8071904985300005e-06,5153.62631937,17262.637984,-6.09413385922e-08,0.4529526024,3.62692694722e-07,0.9484008898999999,264.331046071,-1.9359119373,-8.70206796204e-09,-1.3940492797700002e-10,1,1976.98065868,0,2.56419124392e-19,0,-2.04890966415e-08,23.7830085112,24303.6314828,0,2017-11-26 11:00:00
36390,0.0002712352,-9.777068044349999e-12,0,24.176916106900002,-62.961435035600005,5.1051602535300006e-09,-0.0684282645,-3.2963905485099997e-06,0.0173424037,5.90229152096e-06,5153.62617276,25827.619485099996,-2.08309830428e-07,0.4539090317,1.30868360917e-07,0.9484002151,263.92152330700003,-1.9359081009999999,-8.766460585200002e-09,-7.70856926965e-11,1,1977.0185048,0,-2.4532881544299997e-19,0,-2.04890966415e-08,24.176916106900002,5014.2993733,0,2017-11-26 12:00:00
36450,0.0002712,-9.7770680454e-12,0,24.418761727199996,-64.66479491279999,5.10953083176e-09,-0.0666771782,-3.5176926371e-06,0.0173426019,5.97430012846e-06,5153.62599353,33402.0066887,-3.2784883096700003e-07,0.45466841280000003,-8.023399634260001e-08,0.9483996777,263.699985217,-1.9358987700999999,-8.81264228343e-09,-1.9580105841199997e-11,1,1977.04879999,0,-6.469698336819999e-19,0,-2.04890966415e-08,24.418761727199996,-9708.23655628,0,2017-11-26 13:00:00
36510,0.00027116470000000003,-9.777068046939999e-12,0,24.538897286599997,-66.2213504085,5.1087091771899995e-09,-0.18274108890000001,-3.72032859697e-06,0.017342923899999998,6.02556861008e-06,5153.62579522,39896.4053143,-4.20454722595e-07,0.455212975,-2.6632862464e-07,0.9483992658,263.623826482,-1.9358842719,-8.8430200254e-09,3.15493634588e-11,1,1977.07086286,0,-9.39469992783e-19,0,-2.04890966415e-08,24.538897286599997,-19451.8554377,0,2017-11-26 14:00:00
36570,0.00027112939999999997,-9.77706804884e-12,0,24.570449261,-67.6061525756,5.10301886531e-09,-0.38641174380000004,-3.90175262405e-06,0.0173433442,6.05766712799e-06,5153.62559673,45424.1918943,-4.88062459787e-07,0.4555652923,-4.27645033704e-07,0.9483989709,263.670837856,-1.9358652663999998,-8.85853333384e-09,7.62683576149e-11,1,1977.08555761,0,-1.1342868420200001e-18,0,-2.04890966415e-08,24.570449261,-24739.2413313,0,2017-11-26 15:00:00
36630,0.000271094,-9.77706805095e-12,0,24.546544126500002,-68.7942524667,5.09278347159e-09,-0.6474808898,-4.05941891421e-06,0.0173438372,6.0721658443699995e-06,5153.62541695,50098.7429615,-5.32606997018e-07,0.45574793840000005,-5.644127332649999e-07,0.9483987845,263.818810095,-1.9358424137999999,-8.860121731450001e-09,1.1454251903799998e-10,1,1977.09374848,0,-1.2428779306600001e-18,0,-2.04890966415e-08,24.546544126500002,-26093.0782974,0,2017-11-26 16:00:00
36690,0.0002710586,-9.777068053130001e-12,0,24.5003083594,-69.7607011345,5.07832657148e-09,-0.935740274,-4.19078166338e-06,0.0173443775,6.07063492139e-06,5153.62527478,54033.4350483,-5.560000000000001e-07,0.4557834872,-6.768612330529999e-07,0.9483986983,264.045533951,-1.9358163743999999,-8.84872474096e-09,1.4633749014099999e-10,1,1977.09629969,0,-1.2767008079799998e-18,0,-2.04890966415e-08,24.5003083594,-24036.0503963,0,2017-11-26 17:00:00
36750,0.00027102319999999997,-9.77706805523e-12,0,24.4648684356,-70.48054963189999,5.0599717404700005e-09,-1.2209816434,-4.29329506744e-06,0.0173449395,6.0546445212099994e-06,5153.62518911,57341.6446873,-5.60246289497e-07,0.4556945125,-7.65220042796e-07,0.9483987039,264.32880018,-1.9357878083000002,-8.82528188509e-09,1.71618913333e-10,1,1977.09407547,0,-1.2472130232500002e-18,0,-2.04890966415e-08,24.4648684356,-19090.8416883,0,2017-11-26 18:00:00
36810,0.0002709878,-9.77706805712e-12,0,24.4733508313,-70.92884901149999,5e-09,-1.472996745,-4.36441332229e-06,0.0173454977,6.0257648059999996e-06,5153.62517884,60136.748411099994,-5.47210953696e-07,0.4555035882,-8.29718672225e-07,0.9483987926999999,264.646399535,-1.9357573757,-8.79073268653e-09,1.90352431028e-10,1,1977.08794004,0,-1.16587212574e-18,0,-2.04890966415e-08,24.4733508313,-11780.136233700001,0,2017-11-26 19:00:00
36870,0.00027095229999999997,-9.77706805864e-12,0,24.5588820227,-71.0806503261,5e-09,-1.6615773258000002,-4.40159062385e-06,0.017346026599999998,5.98556593794e-06,5153.62526286,62532.122752400006,-5.188522358350001e-07,0.4552332881,-8.70586631068e-07,0.9483989564,264.976122771,-1.9357257368,-8.74601666802e-09,2.02503685635e-10,1,1977.07875764,0,-1.0441356647299998e-18,0,-2.04890966415e-08,24.5588820227,-2626.61809287,0,2017-11-26 20:00:00
36930,0.0002709168,-9.77706805966e-12,0,24.7545884857,-70.91100462850001,5e-09,-1.7565151329,-4.4022811680000005e-06,0.0173465007,5.93561807919e-06,5153.62546008,64641.14424369999,-4.771050903880001e-07,0.45490618590000004,-8.88053429056e-07,0.9483991866,265.295760642,-1.9356935518,-8.69207335228e-09,2.08038319567e-10,1,1977.06739248,0,-8.93461189482e-19,0,-2.04890966415e-08,24.7545884857,7847.02867391,0,2017-11-26 21:00:00
36990,0.00027088139999999997,-9.777068060030001e-12,0,25.0935966966,-70.3949629714,5e-09,-1.7276019132,-4.36393915066e-06,0.017346894499999998,5.87749139192e-06,5153.62578938,66577.1894176,-4.23904471832e-07,0.4545448556,-8.82348575917e-07,0.9483994748000001,265.583103902,-1.9356614808000001,-8.629842262e-09,2.06921975235e-10,1,1977.0547087999998,0,-7.253062492720001e-19,0,-2.04890966415e-08,25.0935966966,19118.1200063,0,2017-11-26 22:00:00
37050,0.0002708459,-9.777068059600001e-12,0,25.6090331314,-69.5075764074,4.92105376316e-09,-1.5446294138999999,-4.284e-06,0.0173471824,5.81275603831e-06,5153.62626966,68453.63480659999,-3.61185334641e-07,0.454171871,-8.53701581382e-07,0.9483998125,265.815943306,-1.9356301841999999,-8.560262919920001e-09,1.9912029505e-10,1,1977.04157081,0,-5.51128393371e-19,0,-2.04890966415e-08,25.6090331314,30663.971844099997,0,2017-11-26 23:00:00
37110,0.0002708104,-9.77706805825e-12,0,26.334024266300002,-68.2238959895,4.886106431530001e-09,-1.1773893818,-4.16e-06,0.017347339,5.743e-06,5153.62691982,70383.8569434,-2.9088263329099996e-07,0.45380980590000003,-8.0234195518e-07,0.9484001914,265.97206960799997,-1.935600322,-8.48427484874e-09,1.8459892142299998e-10,1,1977.02884276,0,-3.82385171052e-19,0,-2.04890966415e-08,26.334024266300002,41961.9001268,0,2017-11-27 00:00:00
37170,0.0002707748,-9.77706805581e-12,0,27.3016965773,-66.51897277020001,4.84952619728e-09,-0.5956735640999999,-3.98925968861e-06,0.017347338700000003,5.66973998072e-06,5153.62775875,72481.2323605,-2.1493132225700002e-07,0.45348123409999996,-7.28499207041e-07,0.948400603,266.029273562,-1.9355725544,-8.40281757119e-09,1.63323496767e-10,1,1977.01738885,0,-2.3053413158599998e-19,0,-2.04890966415e-08,27.3016965773,52489.220794199995,0,2017-11-27 01:00:00
37230,0.0002707393,-9.77706805215e-12,0,28.5451765406,-64.3678578024,4.81163663587e-09,0.2307262922,-3.7693293842699997e-06,0.017347156000000002,5.59459960109e-06,5153.62880535,74859.1375906,-1.35266356013e-07,0.45320872939999995,-6.32402846693e-07,0.9484010389,265.965345922,-1.9355475416999999,-8.316830609970001e-09,1.3525966349200002e-10,1,1977.00807333,0,-1.0703282424500001e-19,0,-2.04890966415e-08,28.5451765406,61723.249786,0,2017-11-27 02:00:00
37290,0.0002707039,-9.77706804713e-12,0,30.0975906323,-61.7456021388,4.77276132278e-09,1.3320184401000001,-3.4976374979199995e-06,0.017346765400000002,5.5191312037900006e-06,5153.63007852,77630.9491662,-5.38226890352e-08,0.4530148658,-5.14282383867e-07,0.9484014906999999,265.75807744400004,-1.935525944,-8.22725348781e-09,1.00373064009e-10,1,1977.00176041,0,-2.3338798300700002e-20,0,-2.04890966415e-08,30.0975906323,69141.30304189998,0,2017-11-27 03:00:00
37350,0.0002706684,-9.777068040850001e-12,0,31.9366339976,-58.648799879399995,4.73362044769e-09,2.70027391,-3.17450281055e-06,0.0173461578,5.44206643686e-06,5153.63156839,80900.23343460001,2.7558538290499998e-08,0.45292025659999996,-3.7589112261500003e-07,0.948401952,265.460969162,-1.9355082753,-8.135223158390001e-09,5.95633631787e-11,1,1976.99923954,0,1.0081815047100001e-20,0,-2.04890966415e-08,31.9366339976,74265.924186,0,2017-11-27 04:00:00
37410,0.000270633,-9.77706803933e-12,0,32.765081173,-55.5695352137,4.70405632758e-09,3.4504076128,-2.8661295597799998e-06,0.0173457032,5.29685112338e-06,5153.63260357,84544.92248,1.0919390963099999e-07,0.4529004278,-2.5399999999999997e-07,0.9484024648999999,266.86885862099996,-1.9354916869,-8e-09,3.52127421478e-11,1,1976.9995802,0,5.56550027021e-21,0,-2.04890966415e-08,32.765081173,77659.8935865,0,2017-11-27 05:00:00
37470,0.0002705977,-9.77706805305e-12,0,30.3168192713,-53.4132350429,4.703211619879999e-09,1.9270376327,-2.6958685358400002e-06,0.0173461117,4.9624744006e-06,5153.63191394,88226.7549731,1.92492043412e-07,0.4528877175,-2.1447553328e-07,0.9484031026,273.26741665099996,-1.9354700157,-8e-09,6.77345238762e-11,1,1977.00020387,0,-2.7028569342e-21,0,-2.04890966415e-08,30.3168192713,80882.6978697,0,2017-11-27 06:00:00
37530,0.0002705626,-9.777068060059999e-12,0,29.309067335199998,-51.2174796403,4.75472449952e-09,-1.1055914395,-2.5889403212200002e-06,0.017347223000000002,4.56415709213e-06,5153.62964388,91814.79892480001,2.54444518419e-07,0.45285619520000003,-1.84914811342e-07,0.9484035458,282.256450405,-1.9354380659000001,-8e-09,1.1909444077899998e-10,1,1977.00011268,0,-1.49388503908e-21,0,-2.04890966415e-08,29.309067335199998,84537.85018260001,0,2017-11-27 07:00:00
37590,0.0002705273,-9.777068011310001e-12,0,40.8585889173,-46.3012872927,4.88365145312e-09,-2.5383708207,-2.28425964355e-06,0.0173480209,4.46123108264e-06,5153.62734526,95392.7466731,2.4922165427e-07,0.45282307619999995,3.4657233261500004e-08,0.9484031153,285.982059545,-1.9353923633,-8.15117591435e-09,7.74396408428e-11,1,1976.99994497,0,7.2961268971e-22,0,-2.04890966415e-08,40.8585889173,88239.284335,0,2017-11-27 08:00:00
37650,0.00027049189999999996,-9.77706798481e-12,0,61.6861494861,-39.8305657562,5.0535735733e-09,-1.7520218044999998,-1.8498478994900002e-06,0.017348168,4.6797971881900005e-06,5153.62580814,98995.8818207,1.6878875629e-07,0.4527948997,3.7600000000000003e-07,0.9484019134999999,283.420769448,-1.9353434766,-8.45400795656e-09,-4.45844454446e-11,1,1976.99996907,0,4.1003988609999996e-22,0,-2.04890966415e-08,61.6861494861,91824.70568310001,0,2017-11-27 09:00:00
37710,0.0002704566,-9.77706816607e-12,0,74.3894500597,-36.7234126613,5.16958495934e-09,-0.6737389864,-1.6774984416e-06,0.0173480385,4.91039090392e-06,5153.62499188,102602.258335,4.38670512839e-08,0.45276581590000003,5.08591455297e-07,0.9484008177,280.466942824,-1.9353150147,-8.69027697114e-09,-1.10869258082e-10,1,1977.00001626,0,-2.15593824639e-22,0,-2.04890966415e-08,74.3894500597,95396.1647903,0,2017-11-27 10:00:00
37770,0.0002704215,-9.777068265080002e-12,0,74.2432097202,-38.0012729598,5.20693123706e-09,-0.188646967,-1.85e-06,0.0173478974,5.024e-06,5153.62467737,106201.673793,-9.5541970349e-08,0.4527337193,3.61e-07,0.9484001797,279.571702271,-1.935309257,-8.7972513825e-09,-8.293334015899999e-11,1,1977.00001103,0,-1.46274505325e-22,0,-2.04890966415e-08,74.2432097202,98999.32708510001,0,2017-11-27 11:00:00
37830,0.0002703864,-9.77706753241e-12,0,69.64727760699999,-40.6848764238,5.21262867772e-09,-0.0329386994,-2.1317164049e-06,0.017347866200000003,5.08533699875e-06,5153.624511,109798.090682,-2.2245587874899997e-07,0.45270074520000003,1.29e-07,0.9483997958,279.465385176,-1.9353069903,-8.84729629559e-09,-2.40469838888e-11,1,1976.99998944,0,1.39948029251e-22,0,-2.04890966415e-08,69.64727760699999,102612.38429500001,0,2017-11-27 12:00:00
37890,0.0002703512,-9.77706569762e-12,0,65.185014235,-43.1537051683,5.21244629436e-09,-0.0314624274,-2.39407289025e-06,0.017347991,5.13232750891e-06,5153.62431821,113393.93173499999,-3.24e-07,0.45266807270000003,-8.16305789723e-08,0.9483995456000001,279.412628932,-1.9352982934,-8.88083040573e-09,3.11157893337e-11,1,1976.99997216,0,3.6906448614699993e-22,0,-2.04890966415e-08,65.185014235,106222.836327,0,2017-11-27 13:00:00
37950,0.0002703161,-9.777062990139999e-12,0,61.0443246763,-45.322840623199994,5.207739228e-09,-0.1479377523,-2.62963336137e-06,0.017348248400000002,5.16732513763e-06,5153.62410973,116989.45997699999,-4.01406551226e-07,0.4526357378,-2.6687662206799996e-07,0.9483994162,279.37546253700003,-1.9352834912,-8.90038060082e-09,8.096375639399999e-11,1,1976.99995958,0,5.35921448089e-22,0,-2.04890966415e-08,61.0443246763,109830.44809800001,0,2017-11-27 14:00:00
38010,0.0002702809,-9.77705966116e-12,0,57.2220072451,-47.17412940609999,5.1988011469300005e-09,-0.3521221608,-2.8362281937900002e-06,0.0173486118,5.1911709504e-06,5153.62390433,120584.844535,-4.5639281278599994e-07,0.452603727,-4.2700000000000005e-07,0.948399399,279.346236358,-1.9352633541,-8.906826298870001e-09,1.25344076712e-10,1,1976.99995119,0,6.47054883704e-22,0,-2.04890966415e-08,57.2220072451,113435.51778099999,0,2017-11-27 15:00:00
38070,0.0002702456,-9.77705596186e-12,0,53.7148602551,-48.689418134700006,5.18592571946e-09,-0.6137731393,-3.01168776305e-06,0.0173490548,5.204706012730001e-06,5153.62372078,124180.25453499999,-4.907591759279999e-07,0.45257202659999995,-5.62429756359e-07,0.9483994859999999,279.31730076599996,-1.9352386525999998,-8.90104691789e-09,1.64103909706e-10,1,1976.99994652,0,7.09000761615e-22,0,-2.04890966415e-08,53.7148602551,117038.34355399999,0,2017-11-27 16:00:00
38130,0.00027021040000000003,-9.77705214342e-12,0,50.519682020299996,-49.8505534266,5.16940661389e-09,-0.9026481744,-3.1538424446799997e-06,0.0173495509,5.2087713901e-06,5153.62357786,127775.859104,-5.0628525418e-07,0.452540623,-6.73399022802e-07,0.9483996687,279.28100613,-1.9352101568,-8.88392187589e-09,1.97090414798e-10,1,1976.99994507,0,7.2829505044999995e-22,0,-2.04890966415e-08,50.519682020299996,120639.223591,0,2017-11-27 17:00:00
38190,0.0002701751,-9.77704845702e-12,0,47.6332708547,-50.639381899499995,5.149537498520001e-09,-1.1885047525,-3.26052261422e-06,0.0173500736,5.20420814801e-06,5153.62349434,131371.827368,-5.04750661068e-07,0.4525095026,-7.602715389399999e-07,0.9483999388,279.22970282,-1.9351786374000002,-8.85633059087e-09,2.2415075140499998e-10,1,1976.99994633,0,7.11473718833e-22,0,-2.04890966415e-08,47.6332708547,124238.456068,0,2017-11-27 18:00:00
38250,0.00027013979999999997,-9.777045153829999e-12,0,45.0524250721,-51.037750170900004,5.12661204166e-09,-1.4411003600999999,-3.32955864722e-06,0.017350596399999998,5.19185735195e-06,5153.62348901,134968.328453,-4.879350101189999e-07,0.4524786519,-8.23378392397e-07,0.948400288,279.155741205,-1.9351448644999998,-8.81915248084e-09,2.4513207894900005e-10,1,1976.99994983,0,6.65072735389e-22,0,-2.04890966415e-08,45.0524250721,127836.339161,0,2017-11-27 19:00:00
38310,0.0002701044,-9.77704248505e-12,0,42.7739429866,-51.0275048586,5.1009239116099996e-09,-1.6301924838,-3.3587809191900004e-06,0.0173510929,5.17256006743e-06,5153.62358063,138565.53148499998,-4.5761791485900003e-07,0.4524480571,-8.630506707969999e-07,0.9484007081,279.051471654,-1.9351096087000001,-8.77326696382e-09,2.5988155684700005e-10,1,1976.99995507,0,5.9562806874499995e-22,0,-2.04890966415e-08,42.7739429866,131433.171045,0,2017-11-27 20:00:00
38370,0.0002700691,-9.777040701839999e-12,0,40.794622912,-50.590492580100005,5.07276677667e-09,-1.7255386100999999,-3.3460000000000002e-06,0.0173515367,5.14715735993e-06,5153.62378798,142163.605592,-4.15578988815e-07,0.4524177047,-8.79619461762e-07,0.9484011906,278.909244537,-1.9350736403,-8.71955345781e-09,2.68246344521e-10,1,1976.99996156,0,5.096756875239999e-22,0,-2.04890966415e-08,40.794622912,135029.249897,0,2017-11-27 21:00:00
38430,0.0002700337,-9.777040055389999e-12,0,39.1112631623,-49.708559953000005,5e-09,-1.6968962255000002,-3.28910568225e-06,0.0173519011,5.1164902949400005e-06,5153.62412984,145762.719898,-3.63597845514e-07,0.4523875811,-8.734158529159999e-07,0.9484017274,278.721410224,-1.9350377296,-8.65889138082e-09,2.70073601389e-10,1,1976.99996879,0,4.13751560353e-22,0,-2.04890966415e-08,39.1112631623,138624.87389000002,0,2017-11-27 22:00:00
38490,0.0002699983,-9.777040796869999e-12,0,37.7206620514,-48.3635535951,5e-09,-1.5140228165,-3.1858689244099997e-06,0.0173521598,5.0813999379800004e-06,5153.62462498,149363.04353199998,-3.0345409848299997e-07,0.4523576726,-8.44770931883e-07,0.9484023099,278.48031908400003,-1.935002647,-8.59216015085e-09,2.6521048687100003e-10,1,1976.99997629,0,3.1439165585799998e-22,0,-2.04890966415e-08,37.7206620514,142220.341202,0,2017-11-27 23:00:00
